ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Fold
GO:0007167	enzyme linked receptor protein signaling pathway	0.145454545454545	0.0425854792051975	1.67737379380274e-05	0.0259731838792508	0.0231424825499049	Usp9x/Nfatc4/Kank1/Spg20/Ptpra/Plekha1/Bcl9l/Mapk14/Twsg1/Nedd4/Acvr2b/Dab2ip/Peg10/Zfp106/Igf2/Sesn3	16	3.41559020044543
GO:1903827	regulation of cellular protein localization	0.109090909090909	0.0259401527007161	2.8771219053372e-05	0.0259731838792508	0.0231424825499049	Akap1/Wapl/Card10/Acsl3/Epb41/Mapk14/Ankrd13a/Nedd4/Gpd1l/Csnk1e/Tcaf1/Rock2	12	4.2054844606947
GO:0035239	tube morphogenesis	0.136363636363636	0.0431545501968037	7.63228774657693e-05	0.0259731838792508	0.0231424825499049	Nfatc4/Amotl2/Card10/Mrtfb/Esrp2/Mapk14/Nedd4/Acvr2b/Dab2ip/Tead1/Stim1/Tbx4/Rock2/Esrp1/Igf2	15	3.15989010989011
GO:0001568	blood vessel development	0.118181818181818	0.0342391046616399	9.97883053974206e-05	0.0259731838792508	0.0231424825499049	Nfatc4/Amotl2/Card10/Llgl2/Mrtfb/Mapk14/Nedd4/Acvr2b/Dab2ip/Stim1/Tbx4/Rock2/Igf2	13	3.4516620498615
GO:0090288	negative regulation of cellular response to growth factor stimulus	0.0545454545454545	0.00682885189927443	0.000109214376113493	0.0259731838792508	0.0231424825499049	Spg20/Bcl9l/Twsg1/Nedd4/Dab2ip/Peg10	6	7.9875
GO:0001944	vasculature development	0.118181818181818	0.0358514724711908	0.000157402957945697	0.0259731838792508	0.0231424825499049	Nfatc4/Amotl2/Card10/Llgl2/Mrtfb/Mapk14/Nedd4/Acvr2b/Dab2ip/Stim1/Tbx4/Rock2/Igf2	13	3.29642857142857
GO:0030029	actin filament-based process	0.118181818181818	0.0358988950538246	0.000159460518333831	0.0259731838792508	0.0231424825499049	Kank1/Epb41l1/Myl6/Csrp2/Amotl2/Llgl2/Mrtfb/Lima1/Epb41/Gpd1l/Dbnl/Myo18a/Rock2	13	3.29207397622193
GO:0030178	negative regulation of Wnt signaling pathway	0.0545454545454545	0.00735050030824679	0.000163417148430575	0.0259731838792508	0.0231424825499049	Nfatc4/Mapk14/Chd8/Jade1/Dab2ip/Csnk1e	6	7.42064516129032
GO:0000122	negative regulation of transcription by RNA polymerase II	0.127272727272727	0.0410679565609143	0.000165121069107857	0.0259731838792508	0.0231424825499049	Erf/Nfatc4/Pias1/Suv39h1/Usp2/Chd8/Tcf25/Nedd4/Acvr2b/Dab2ip/Hmgn2/Tbx4/Igf2/Nsd1	14	3.09907621247113
GO:0072358	cardiovascular system development	0.118181818181818	0.0364679660454308	0.000186021012564016	0.0259731838792508	0.0231424825499049	Nfatc4/Amotl2/Card10/Llgl2/Mrtfb/Mapk14/Nedd4/Acvr2b/Dab2ip/Stim1/Tbx4/Rock2/Igf2	13	3.2407022106632
