target_id	ens_gene	ext_gene	pval	qval	test_stat	rss	degrees_free	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	TPM_con1	TPM_con2	log2FC
ENSMUST00000190472.1	ENSMUSG00000036873	2410004B18Rik	0.00511444847831698	0.0449245530312787	7.83851922598642	1.95248819829321	1	5.16947604956806	0.195248819829321	0.09056025233496	0.104688567494361	0.0573507264794548	0.104688567494361	19.9744313315595	12.3021371444806	-0.699245466133412
ENSMUST00000042581.3	ENSMUSG00000037977	6430571L13Rik	5.37067361926779e-07	0.000160977552949637	25.1258971860342	4.12401301589245	1	4.71536128382464	0.412401301589245	0.0114547067862054	0.40094659480304	0.0802706631129628	0.40094659480304	4.6025369598203	2.16380322962129	-1.08885999654923
ENSMUST00000101295.8	ENSMUSG00000069892	9930111J21Rik2	1.59118387333542e-06	0.000267762765299552	23.0345216730217	4.93260830389573	1	4.28149433554129	0.493260830389574	0.0214670804946565	0.471793749894917	0.113654908306076	0.471793749894917	2.01317972219485	1.29861242614245	-0.632505052055572
ENSMUST00000049530.13	ENSMUSG00000047878	A4galt	3.03040210686409e-05	0.00151460686482117	17.398655795635	2.91895796656342	1	7.00883974080071	0.291895796656342	0.0141100995875035	0.277785697068839	0.0217261741846956	0.277785697068839	39.7520430713158	17.8869750999784	-1.15211957901702
ENSMUST00000222581.1	ENSMUSG00000021240	Abcd4	0.000196247620792655	0.00508835436688007	13.8666748689574	2.47846734612287	1	5.89966341497492	0.247846734612287	0.0310066529527028	0.216840081659584	0.0370288020965452	0.216840081659584	10.4733150885868	5.73132156793805	-0.869778417607692
ENSMUST00000213179.1	ENSMUSG00000042073	Abhd14b	0.000674465190967745	0.0114289639018591	11.5583268354704	1.68486173211379	1	5.00753073722145	0.168486173211379	0.0540606974818152	0.114425475729564	0.0643452613677391	0.114425475729564	7.0495996212366	4.38975441894956	-0.683401090957782
ENSMUST00000001963.13	ENSMUSG00000020681	Ace	4.59205086505103e-05	0.00196687519034401	16.6094967689575	10.3006884716404	1	3.7338122054314	1.03006884716404	0.147443112297117	0.882625734866923	0.187978890005584	0.882625734866923	1.90753297403632	1.19577806685298	-0.673758341903558
ENSMUST00000132280.7	ENSMUSG00000020681	Ace	0.00183990505321508	0.0226147952368976	9.70276954704165	23.0976669624226	1	2.83875677910694	2.30976669624226	0.809155883188508	1.50061081305375	0.426433400630252	1.50061081305375	1.73695691781026	1.10539284037681	-0.652002797588113
ENSMUST00000022722.6	ENSMUSG00000022126	Acod1	9.06502238777308e-05	0.00306274002134883	15.3220910010787	26.823433192128	1	3.16431912359106	2.6823433192128	0.119985373309203	2.5623579459036	0.327214272951948	2.5623579459036	3.5687932443434	1.13339193047858	-1.65478948633329
ENSMUST00000069330.13	ENSMUSG00000001348	Acp5	1.90699361609082e-05	0.00114545373067254	18.2799945396451	1.1379722646779	1	7.52944679308848	0.11379722646779	0.0235061218405124	0.0902911046272774	0.0183361646242752	0.0902911046272774	89.542803879616	53.9138970264494	-0.73192029966067
ENSMUST00000027579.16	ENSMUSG00000026341	Actr3	0.00413496194505642	0.038897191901519	8.22357683950412	3.13329152900639	1	8.03427216567811	0.31332915290064	0.140440956122018	0.172888196778622	0.016463237088058	0.172888196778622	81.7895269094566	44.0453321879178	-0.892926984821277
ENSMUST00000011400.7	ENSMUSG00000011256	Adam19	0.00225434472246997	0.0259677218357217	9.32998278641396	1.61932707747863	1	8.50597050537138	0.161932707747863	0.000195200069012734	0.16173750767885	0.015739159081275	0.16173750767885	45.7846228422128	28.0244758661755	-0.70817574721783
ENSMUST00000113059.7	ENSMUSG00000032363	Adamts7	0.00253896337625651	0.0280766466118338	9.11230067997875	9.28745770291782	1	6.52064503159613	0.928745770291783	0.0411422887727829	0.887603481518999	0.0266574244135274	0.887603481518999	13.5233013070267	4.64781699925288	-1.54082221414781
ENSMUST00000147250.7	ENSMUSG00000032363	Adamts7	0.00508699547172782	0.0447828287252766	7.84824894380871	13.3469266124543	1	6.66275149388329	1.33469266124543	0.129993312948568	1.20469934829686	0.024995638778889	1.20469934829686	18.4114141068182	5.90801502956222	-1.63985503722714
ENSMUST00000110865.1	ENSMUSG00000056413	Adap1	0.000164894874484434	0.00453677993827365	14.1940067966815	1.00331977956592	1	7.74142368914894	0.100331977956592	0.00287567418287565	0.0974563037737167	0.0173987440636285	0.0974563037737167	53.1971566773905	34.2264434424064	-0.636237751519961
ENSMUST00000025004.6	ENSMUSG00000032915	Adgre4	0.000120989789774296	0.00369490370882848	14.7771963463837	17.6083624504397	1	2.90425838630666	1.76083624504397	0.133527348998383	1.62730889604558	0.404579159139408	1.62730889604558	1.77973810217612	1.10589698341868	-0.686447954828595
ENSMUST00000075843.12	ENSMUSG00000002885	Adgre5	0.000199044359809378	0.00513397534001291	13.8400835974333	5.30069240429414	1	5.67515380777864	0.530069240429414	0.157530026801448	0.372539213627966	0.041988504860325	0.372539213627966	8.97708061128297	3.83063318873903	-1.22866346631467
ENSMUST00000109802.2	ENSMUSG00000002885	Adgre5	0.000597901313511914	0.010531786944804	11.7825000802155	2.45775613530125	1	5.71423653805252	0.245775613530125	0.0629707370806269	0.182804876449498	0.0410696303397032	0.182804876449498	8.11820798084636	4.52006622134481	-0.844817391962345
ENSMUST00000002964.13	ENSMUSG00000002885	Adgre5	0.00525046484486914	0.045729765691798	7.7910852466529	14.6414665687019	1	5.09709443120386	1.46414665687019	0.557887122154929	0.906259534715257	0.0603091582308362	0.906259534715257	6.78554119356436	2.6205812594496	-1.37257704006804
ENSMUST00000225962.1	ENSMUSG00000056492	Adgrf5	0.000572053584146726	0.010202579008997	11.8647855066257	0.948112455873568	1	9.29181089669554	0.0948112455873568	0.000215227387812447	0.0945960181995444	0.0165391726756427	0.0945960181995444	123.610885981127	81.1968884505198	-0.606309453972246
ENSMUST00000113599.1	ENSMUSG00000056492	Adgrf5	0.00501737396462593	0.0443847368368833	7.87316569493122	1.37325913036095	1	8.16242546103539	0.137325913036095	0.000921833745003019	0.136404079291092	0.0161746797317518	0.136404079291092	24.3042938910088	15.3464506475312	-0.663306195051679
ENSMUST00000033054.9	ENSMUSG00000030790	Adm	5.85640736849197e-07	0.000168531741580376	24.9589486275825	16.9649187237555	1	9.98951500610884	1.69649187237555	9.80193067832277e-05	1.69639385306877	0.0196164459775473	1.69639385306877	2704.65752241341	305.273603387569	-3.14727117210079
ENSMUST00000066991.6	ENSMUSG00000054136	Adm2	0.0057170091425434	0.048380031035813	7.6374054713301	18.4866778878089	1	1.99781766684215	1.84866778878089	0.194274873649348	1.65439291513155	0.780560018550441	1.65439291513155	1.87820189995335	1.1911069921555	-0.657049145579617
ENSMUST00000194654.1	ENSMUSG00000005705	Agrp	0.000251517442119747	0.00600106232445339	13.4007967233616	3.17944766136205	1	4.24818865361153	0.317944766136205	0.0860912796687417	0.231853486467463	0.116877648821999	0.231853486467463	10.9348095593512	5.17961496627216	-1.07801133231622
ENSMUST00000066337.12	ENSMUSG00000025270	Alas2	7.31031352144875e-07	0.000186506470926778	24.5315457103914	7.95867644351214	1	6.32490979002991	0.795867644351213	0.0131343183678505	0.782733325983363	0.0293354854083681	0.782733325983363	30.7515455870272	7.53625289329038	-2.02873963955
ENSMUST00000005829.12	ENSMUSG00000005686	Ampd3	9.05925096408986e-05	0.00306274002134883	15.3232941540427	6.15046134215808	1	5.37708344358439	0.615046134215807	0.0170024244477188	0.598043709768089	0.0500948616244401	0.598043709768089	5.58290280334169	2.44627689231161	-1.19042772873452
