ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Fold
GO:1903827	regulation of cellular protein localization	0.114285714285714	0.0259401527007161	1.79484876161359e-05	0.0387687332508536	0.0346500276715719	Akap1/Wapl/Card10/Acsl3/Epb41/Mapk14/Ankrd13a/Nedd4/Gpd1l/Csnk1e/Tcaf1/Rock2	12	4.40574562548968
GO:0007167	enzyme linked receptor protein signaling pathway	0.142857142857143	0.0425854792051975	3.79339313573388e-05	0.040139380929329	0.0358750607331332	Usp9x/Nfatc4/Kank1/Spg20/Ptpra/Plekha1/Bcl9l/Mapk14/Twsg1/Nedd4/Acvr2b/Peg10/Zfp106/Igf2/Sesn3	15	3.35459751829462
GO:0042692	muscle cell differentiation	0.0857142857142857	0.0187319201403708	0.000159875198056865	0.040139380929329	0.0358750607331332	Nfatc4/Pias1/Csrp2/Hdac6/Mrtfb/Rbm38/Mapk14/Stim1/Igf2	9	4.57584086799277
GO:0035239	tube morphogenesis	0.133333333333333	0.0431545501968037	0.000167247420538871	0.040139380929329	0.0358750607331332	Nfatc4/Amotl2/Card10/Mrtfb/Esrp2/Mapk14/Nedd4/Acvr2b/Tead1/Stim1/Tbx4/Rock2/Esrp1/Igf2	14	3.08967032967033
GO:0001568	blood vessel development	0.114285714285714	0.0342391046616399	0.000251498054046685	0.0500278236939046	0.0447129769272032	Nfatc4/Amotl2/Card10/Llgl2/Mrtfb/Mapk14/Nedd4/Acvr2b/Stim1/Tbx4/Rock2/Igf2	12	3.33787099327265
GO:0008286	insulin receptor signaling pathway	0.0476190476190476	0.00578555508132973	0.000363361559589578	0.0528643102981833	0.0472481213873626	Kank1/Ptpra/Zfp106/Igf2/Sesn3	5	8.23067915690867
GO:0000122	negative regulation of transcription by RNA polymerase II	0.123809523809524	0.0410679565609143	0.000367706620988564	0.0528643102981833	0.0472481213873626	Erf/Nfatc4/Pias1/Suv39h1/Usp2/Chd8/Tcf25/Nedd4/Acvr2b/Hmgn2/Tbx4/Igf2/Nsd1	13	3.01474760805015
GO:0001701	in utero embryonic development	0.0952380952380952	0.0257504623701807	0.000381205382633719	0.0528643102981833	0.0472481213873626	Usp9x/Erf/Suv39h1/Llgl2/Mrtfb/Chd8/Keap1/Atp11a/Camsap3/Igf2	10	3.69850039463299
GO:0001944	vasculature development	0.114285714285714	0.0358514724711908	0.000381339388782433	0.0528643102981833	0.0472481213873626	Nfatc4/Amotl2/Card10/Llgl2/Mrtfb/Mapk14/Nedd4/Acvr2b/Stim1/Tbx4/Rock2/Igf2	12	3.18775510204082
GO:0042752	regulation of circadian rhythm	0.0476190476190476	0.00588040024659743	0.000391587483690246	0.0528643102981833	0.0472481213873626	Usp9x/Suv39h1/Usp2/Csnk1e/Rock2	5	8.0979262672811
