target_id	ens_gene	ext_gene	pval	qval	test_stat	rss	degrees_free	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	TPM_con1	TPM_con2	log2FC
ENSMUST00000123927.7	ENSMUSG00000043687	1190005I06Rik	0.0054058165920231	0.0465698003187422	7.73841713587686	1.86156026066847	1	4.10683783573158	0.186156026066846	0.0293735570014713	0.156782469065375	0.131907405609399	0.156782469065375	3.76531193426662	6.41375874016006	0.768400697638852
ENSMUST00000034846.6	ENSMUSG00000032300	1700017B05Rik	9.29138426815875e-07	0.00020531055675047	24.0696374829975	2.10717412606905	1	7.59675226940836	0.210717412606905	0.000824150053688283	0.209893262553216	0.0180132716130514	0.209893262553216	13.7975236714839	32.79108182887	1.24889413860626
ENSMUST00000050567.10	ENSMUSG00000043629	1700019D03Rik	0.00178589251123079	0.022157098411051	9.75753456710371	53.7733370539229	1	2.76994499349107	5.37733370539229	2.05631678369707	3.32101692169522	0.450358012880901	3.32101692169522	1.17578977055633	1.99986030647543	0.766269097375725
ENSMUST00000190656.1	ENSMUSG00000049643	2310022A10Rik	0.00306284539524765	0.0318223464585585	8.76964807420427	22.9634016700342	1	3.1169351258541	2.29634016700342	0.824869567882337	1.47147059912108	0.340163094717502	1.47147059912108	1.84446247088757	5.64985695207369	1.61501390565446
ENSMUST00000172579.3	ENSMUSG00000074832	2410141K09Rik	0.00313703653813212	0.03239597277862	8.72600180162877	9.96891247754614	1	3.95428724677052	0.996891247754614	0.116394302981843	0.880496944772772	0.151062942131625	0.880496944772772	1.58730103088129	2.84504662868761	0.841876537126997
ENSMUST00000231681.1	ENSMUSG00000049916	2610318N02Rik	0.00542299303649821	0.0466253059453799	7.73268887635835	7.44217927593472	1	4.53193371589132	0.744217927593471	0.362024480507362	0.382193447086109	0.0926651954250981	0.382193447086109	3.67515902769158	8.17831436953196	1.15399684215626
ENSMUST00000030261.5	ENSMUSG00000028536	2610528J11Rik	0.000273586675374531	0.0063279063883239	13.243089058281	2.2282951049721	1	5.41508836237833	0.22282951049721	0.00830682220443844	0.214522688292772	0.0489314359170626	0.214522688292772	9.09435808930459	19.0705289170521	1.06830114077989
ENSMUST00000026989.14	ENSMUSG00000025871	4833439L19Rik	5.88535814721434e-05	0.00231380120899657	16.1391877240758	0.485478684399426	1	6.9136240197813	0.0485478684399427	0.00948823820698123	0.0390596302329614	0.0225307657156024	0.0390596302329614	13.7248282887725	21.444411024792	0.643813592802152
ENSMUST00000102996.3	ENSMUSG00000021747	4930452B06Rik	0.00363000489507541	0.0355649945153499	8.46020725961627	29.5593124183725	1	3.29925803876228	2.95593124183725	0.107668773849895	2.84826246798736	0.291041882729437	2.84826246798736	1.29045116525755	2.4233289692231	0.909114718980019
ENSMUST00000022786.5	ENSMUSG00000022179	4931414P19Rik	0.000313435052564419	0.00685857418071664	12.988349997639	1.36079389279445	1	5.63198723880919	0.136079389279445	0.00425819839360447	0.131821190885841	0.0430360108804943	0.131821190885841	4.251571096961	7.44394560430135	0.808071449531469
ENSMUST00000237203.1	ENSMUSG00000047466	8030462N17Rik	0.000759869434407511	0.0122392637145684	11.3367805198884	54.1766537750689	1	2.80028224595213	5.41766537750689	0.492166433133329	4.92549894437356	0.439691231136618	4.92549894437356	1.27995555703424	3.74654527302879	1.5494671675733
ENSMUST00000047753.4	ENSMUSG00000040584	Abcb1a	9.97743264899706e-09	1.89943455318234e-05	32.8456453297196	21.184309940694	1	4.04115433500845	2.1184309940694	0.118549336479002	1.9998816575904	0.139718993515882	1.9998816575904	1.10274815689604	2.79220822434631	1.34030318302451
ENSMUST00000009058.9	ENSMUSG00000028970	Abcb1b	1.92332448465478e-06	0.000296569445535693	22.6701516523281	17.5147998574377	1	4.284579269954	1.75147998574377	0.0783421850353179	1.67313780070846	0.113362087426668	1.67313780070846	1.2210880940317	3.26551547765996	1.41914346055131
ENSMUST00000196580.4	ENSMUSG00000028970	Abcb1b	0.00389661182425437	0.0373780223769609	8.33137664007432	20.3803495957019	1	1.46656325680945	2.03803495957019	0.517377466190744	1.52065749337945	1.07725093551201	1.52065749337945	1.16595504791002	2.03078601972426	0.800526065336383
ENSMUST00000147759.7	ENSMUSG00000023088	Abcc1	8.87734603602899e-05	0.00303074013274486	15.361615964652	94.4730141752036	1	3.15781661172961	9.44730141752036	1.28381757975298	8.16348383776738	0.328960661348056	8.16348383776738	1.16534625877269	3.29164441451012	1.49804980873001
ENSMUST00000117085.1	ENSMUSG00000038459	Abhd17c	5.76062533284126e-05	0.00227924598001314	16.1797629846114	1.46854757124504	1	6.78969198294867	0.146854757124504	0.00136979335350283	0.145484963771001	0.0236807744438166	0.145484963771001	13.360681685625	26.2331024455008	0.973394818798002
ENSMUST00000108408.8	ENSMUSG00000017631	Abr	0.000208827379457833	0.00529796453153477	13.7499409940082	5.81728665978437	1	5.26316307162761	0.581728665978437	0.163105411096393	0.418623254882044	0.0538711645890706	0.418623254882044	2.32852726601463	5.38943188517544	1.21071542697217
ENSMUST00000106161.7	ENSMUSG00000030965	Abraxas2	0.000243920659750757	0.00588943458326011	13.4583308926327	13.8638568136103	1	2.52626430488245	1.38638568136103	0.378709869918267	1.00767581144276	0.542161819388001	1.00767581144276	1.17152740735948	2.37352638273367	1.01864138021156
ENSMUST00000159697.1	ENSMUSG00000023832	Acat2	0.00129228660581468	0.0178123949117263	10.3535109982432	1.26597562701735	1	5.75381212769604	0.126597562701734	0.0422954276067335	0.084302135095001	0.0401654911547574	0.084302135095001	6.91003964385002	11.9968851596231	0.795893984136109
ENSMUST00000065587.4	ENSMUSG00000044337	Ackr3	0.000520448533088691	0.0096014316221733	12.0409352130228	0.773067043727912	1	6.23471477701122	0.077306704372791	0.00207492964612067	0.0752317747266705	0.0307466831558777	0.0752317747266705	6.55583982987274	10.387709111957	0.664025007234257
ENSMUST00000107389.7	ENSMUSG00000020917	Acly	3.70538599054532e-05	0.00171888931934416	17.016629919236	0.928585801251707	1	8.3889028925756	0.0928585801251706	0.00966246378173452	0.0831961163434362	0.0158335424168504	0.0831961163434362	32.2685519782726	57.6556875696056	0.837334093001644
ENSMUST00000103164.3	ENSMUSG00000076435	Acsf2	4.72813454798683e-05	0.00199342824294467	16.5541121377317	5.72571587831974	1	5.19930473324436	0.572571587831973	0.0122070112311798	0.560364576600794	0.0562024792321947	0.560364576600794	2.3200504388448	5.81510544368078	1.32564918144774
ENSMUST00000142704.7	ENSMUSG00000032883	Acsl3	0.00139607794704104	0.0187980604310909	10.2109690849989	0.53343613991419	1	6.8532492113482	0.0533436139914192	0.0167368620953655	0.0366067518960535	0.0230756379330792	0.0366067518960535	12.135152609375	18.2841809228381	0.591403747999102
ENSMUST00000039631.9	ENSMUSG00000035783	Acta2	4.75543451363363e-06	0.000512325641627318	20.9333483827121	50.9143613224156	1	5.2012929212195	5.09143613224156	0.111969136049792	4.97946699619177	0.0561273327345576	4.97946699619177	2.03755435600439	28.0291628394899	3.7820182034826
ENSMUST00000238147.1	ENSMUSG00000035783	Acta2	7.03947415116343e-06	0.000644050802279178	20.1824795365699	109.09994110147	1	3.39057942796189	10.909994110147	0.125860490356235	10.7841336197908	0.266972205194742	10.7841336197908	1.57367521047333	30.193412022249	4.2620240785254
