ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Fold
GO:0035239	tube morphogenesis	0.108433734939759	0.0431545501968037	1.20525484284388e-33	7.12305612120735e-30	5.04557737893697e-30	Mmrn2/Hbegf/Ago1/St14/Spint1/Asb4/Stab1/Yap1/Flt4/Pdgfb/Epas1/E2f8/Cdh1/Hoxa13/Flt1/Ramp2/Col23a1/Vegfc/Nkx2-3/Mfge8/Fzd6/Hipk2/Tnc/Fat4/Bmp2/Aplnr/Dchs1/Prl7d1/Prkd2/Cthrc1/Lama5/Pf4/Sfrp1/Gpr4/Hif3a/Emp2/Dysf/Smad6/Vash1/Fzd5/Tead2/Robo4/Pofut1/Anxa3/Cav1/Hdac7/Tmem100/Smad5/Mmp14/Fzd4/Pik3r6/Tcf7l2/Fzd1/Tgfa/Pparg/Met/Col4a1/Adgra2/Tnfrsf12a/Rxra/Epha4/Angpt1/Nf1/Sparc/Pbx1/Ift52/Col18a1/Tgfb1/Rarg/Smad4/Notch4/Mylk/Ets1/Ipmk/Smad1/Tgm2/Tbx20/Wnt5a/Lhx2/Jag1/Fmnl3/Tnfsf12/Lgr5/Mdk/Sox18/Hes1/Ovol2/Serpine1/Loxl2/Dlc1/Csf1/Mmp2/Stra6/Vegfa/Tbx3/Ptprm/Mcam/Mef2c/Foxf1/S1pr1/Rgma/Serpinf1/Notch3/Adgrg1/Nrp1/Ncoa3/Ptk7/Aldh1a2/Foxh1/Smo/Enpp2/Ski/Mtss1/Dact1/Epor/Sox11/Sox9/Mecp2/Arhgap35/Prickle1/Nfe2l2/Hey1/Hs6st1/Prl2c2/Apela/Slc12a2/Vegfb/Angptl6/Fn1/Cd34/Epb41l5/Spred1/Jun/Gja5/Prcp/Enah/Comp/Traf6/Tbxa2r/Tal1/Nos3/Egfl7/Pdgfrb/Shb/Thbs1/Wnt2/Rasip1/Dcn/Ptprb/Meox2/Pax8/Tbx2/Lrp5/Atoh8/Sema5a/Tie1/Adam12/Ecscr/Calcrl/Spint2/Cxcl12/Lzts2/Jcad/Ngfr/Pik3r3/Igf1/Fzd2/Add1/Nrarp/Cd59a/Adra2b/Plcd3/Slit2/Rspo3/Tcf21/Rhoj/Clec14a/Wnt4/Hlx/Egfr/Nras/Tek/Abcc8/Folr1/Maged1/Pgf/Notch1/Zeb2/Ldlr	189	2.51268370184033
GO:0001568	blood vessel development	0.0912220309810671	0.0342391046616399	2.35336571221151e-31	6.954195679585e-28	4.92596601971851e-28	Mmrn2/Hbegf/Ago1/Spint1/Asb4/Stab1/Yap1/Flt4/Pdgfb/Epas1/E2f8/Hoxa13/Flt1/Ramp2/Col23a1/Vegfc/Mfge8/Hipk2/Aplnr/Prl7d1/Prkd2/Pf4/Gpr4/Hif3a/Emp2/Dysf/Smad6/Vash1/Fzd5/Tead2/Robo4/Pofut1/Anxa3/Cav1/Hdac7/Tmem100/Foxo1/Ltbp1/Smad5/Fzd4/Pik3r6/Tcf7l2/Tgfa/Ndst1/Nsdhl/Pparg/Col4a1/Adgra2/Tnfrsf12a/Rxra/Angpt1/Nf1/Col5a1/Myh10/Sparc/Col18a1/Tgfb1/Notch4/Mylk/Ets1/Smad1/Tbx20/Wnt5a/Jag1/Col1a1/Lyl1/Fmnl3/Tnfsf12/Synb/Mdk/Sox18/Nfe2/Hes1/Ovol2/Synb/Serpine1/Loxl2/Mmp2/Stra6/Vegfa/Tbx3/Ptprm/Mcam/Mef2c/Foxf1/S1pr1/Serpinf1/Notch3/Adgrg1/Nrp1/Ptk7/Aldh1a2/Foxh1/Smo/Enpp2/Epor/Mecp2/Prickle1/Nfe2l2/Hey1/Hs6st1/Prl2c2/Apela/Vegfb/Angptl6/Fn1/Cd34/Dlx3/Spred1/Jun/Gja5/Prcp/Comp/Tbxa2r/Tal1/Nos3/Egfl7/Pdgfrb/Shb/Thbs1/Wnt2/Rasip1/Dcn/Ptprb/Meox2/Efemp2/Tbx2/Lrp5/Sema5a/Tie1/Adam12/Ecscr/Calcrl/Col1a2/Sphk2/Cxcl12/Jcad/Lama4/Ngfr/Pik3r3/Add1/Nrarp/Cd59a/Adra2b/Plcd3/Slit2/Rspo3/Tcf21/Rhoj/Clec14a/Wnt4/Nras/Tek/Abcc8/Esx1/Folr1/Pgf/Notch1/Ldlr	159	2.66426449764233
GO:0001944	vasculature development	0.0929432013769363	0.0358514724711908	1.74480120641398e-30	3.43725837663554e-27	2.43476294663452e-27	Mmrn2/Hbegf/Ago1/Spint1/Asb4/Stab1/Yap1/Flt4/Pdgfb/Epas1/E2f8/Hoxa13/Flt1/Ramp2/Col23a1/Vegfc/Ptpn14/Mfge8/Hipk2/Aplnr/Prl7d1/Prkd2/Pf4/Gpr4/Hif3a/Emp2/Dysf/Smad6/Vash1/Fzd5/Tead2/Robo4/Pofut1/Anxa3/Cav1/Hdac7/Tmem100/Foxo1/Ltbp1/Smad5/Fzd4/Pik3r6/Tcf7l2/Tgfa/Ndst1/Nsdhl/Pparg/Col4a1/Adgra2/Tnfrsf12a/Rxra/Angpt1/Nf1/Col5a1/Myh10/Sparc/Col18a1/Tgfb1/Notch4/Mylk/Ets1/Arhgef15/Smad1/Tbx20/Wnt5a/Jag1/Col1a1/Lyl1/Fmnl3/Tnfsf12/Synb/Mdk/Sox18/Nfe2/Hes1/Ovol2/Synb/Serpine1/Loxl2/Mmp2/Stra6/Vegfa/Tbx3/Ptprm/Mcam/Mef2c/Foxf1/S1pr1/Serpinf1/Notch3/Adgrg1/Nrp1/Ptk7/Aldh1a2/Foxh1/Smo/Enpp2/Epor/Mecp2/Prickle1/Nfe2l2/Hey1/Hs6st1/Prl2c2/Apela/Vegfb/Angptl6/Fn1/Cd34/Dlx3/Spred1/Jun/Gja5/Prcp/Comp/Tbxa2r/Tal1/Nos3/Egfl7/Pdgfrb/Shb/Thbs1/Wnt2/Rasip1/Dcn/Ptprb/Meox2/Efemp2/Tbx2/Lrp5/Sema5a/Tie1/Adam12/Ecscr/Calcrl/Col1a2/Sphk2/Cxcl12/Jcad/Lama4/Ngfr/Pik3r3/Igf1/Add1/Nrarp/Cd59a/Adra2b/Plcd3/Slit2/Rspo3/Tcf21/Rhoj/Clec14a/Wnt4/Nras/Tek/Abcc8/Esx1/Folr1/Pgf/Notch1/Ldlr	162	2.59245143840669
GO:0072358	cardiovascular system development	0.093516924842226	0.0364679660454308	4.28489921916102e-30	6.3309385963104e-27	4.4844853143693e-27	Mmrn2/Hbegf/Ago1/Spint1/Asb4/Stab1/Yap1/Flt4/Pdgfb/Epas1/E2f8/Hoxa13/Flt1/Ramp2/Col23a1/Vegfc/Ptpn14/Mfge8/Hipk2/Aplnr/Prl7d1/Prkd2/Pf4/Gpr4/Hif3a/Emp2/Dysf/Smad6/Vash1/Fzd5/Tead2/Robo4/Pofut1/Anxa3/Cav1/Hdac7/Tmem100/Foxo1/Ltbp1/Smad5/Fzd4/Pik3r6/Tcf7l2/Tgfa/Ndst1/Nsdhl/Pparg/Col4a1/Adgra2/Tnfrsf12a/Rxra/Angpt1/Nf1/Col5a1/Myh10/Sparc/Col18a1/Tgfb1/Notch4/Mylk/Crb2/Ets1/Arhgef15/Smad1/Tbx20/Wnt5a/Jag1/Col1a1/Lyl1/Fmnl3/Tnfsf12/Synb/Mdk/Sox18/Nfe2/Hes1/Ovol2/Synb/Serpine1/Loxl2/Mmp2/Stra6/Vegfa/Tbx3/Ptprm/Mcam/Mef2c/Foxf1/S1pr1/Serpinf1/Notch3/Adgrg1/Nrp1/Ptk7/Aldh1a2/Foxh1/Smo/Enpp2/Epor/Mecp2/Prickle1/Nfe2l2/Hey1/Hs6st1/Prl2c2/Apela/Vegfb/Angptl6/Fn1/Cd34/Dlx3/Spred1/Jun/Gja5/Prcp/Comp/Tbxa2r/Tal1/Nos3/Egfl7/Pdgfrb/Shb/Thbs1/Wnt2/Rasip1/Dcn/Ptprb/Meox2/Efemp2/Tbx2/Lrp5/Sema5a/Tie1/Adam12/Ecscr/Calcrl/Col1a2/Sphk2/Cxcl12/Jcad/Lama4/Ngfr/Pik3r3/Igf1/Add1/Nrarp/Cd59a/Adra2b/Plcd3/Slit2/Rspo3/Tcf21/Rhoj/Clec14a/Wnt4/Nras/Tek/Abcc8/Esx1/Folr1/Pgf/Notch1/Ldlr	163	2.56435811982838
GO:0048514	blood vessel morphogenesis	0.0768789443488239	0.0295916915635225	2.11025132259893e-25	2.49431706331193e-22	1.76683568631072e-22	Mmrn2/Hbegf/Ago1/Asb4/Stab1/Yap1/Flt4/Pdgfb/Epas1/E2f8/Hoxa13/Flt1/Ramp2/Col23a1/Vegfc/Mfge8/Hipk2/Aplnr/Prl7d1/Prkd2/Pf4/Gpr4/Hif3a/Emp2/Dysf/Smad6/Vash1/Fzd5/Tead2/Robo4/Pofut1/Anxa3/Cav1/Hdac7/Tmem100/Smad5/Fzd4/Pik3r6/Tgfa/Pparg/Col4a1/Adgra2/Tnfrsf12a/Rxra/Angpt1/Nf1/Sparc/Col18a1/Tgfb1/Notch4/Mylk/Ets1/Smad1/Tbx20/Wnt5a/Jag1/Fmnl3/Tnfsf12/Mdk/Sox18/Hes1/Ovol2/Serpine1/Loxl2/Mmp2/Stra6/Vegfa/Ptprm/Mcam/Foxf1/S1pr1/Serpinf1/Notch3/Adgrg1/Nrp1/Foxh1/Smo/Enpp2/Epor/Mecp2/Nfe2l2/Hey1/Hs6st1/Prl2c2/Apela/Vegfb/Angptl6/Fn1/Cd34/Spred1/Jun/Gja5/Prcp/Comp/Tbxa2r/Tal1/Nos3/Egfl7/Pdgfrb/Shb/Thbs1/Rasip1/Dcn/Ptprb/Meox2/Tbx2/Lrp5/Sema5a/Tie1/Adam12/Ecscr/Calcrl/Cxcl12/Jcad/Ngfr/Pik3r3/Add1/Nrarp/Cd59a/Adra2b/Plcd3/Slit2/Rspo3/Tcf21/Rhoj/Clec14a/Wnt4/Nras/Tek/Abcc8/Folr1/Pgf/Notch1/Ldlr	134	2.59799086455713
GO:0097435	supramolecular fiber organization	0.0774526678141136	0.0325318916868213	7.03258416769217e-22	6.92709540517678e-19	4.90676969033539e-19	Tgfb3/Mlst8/Tubg1/Coro2b/Pik3r1/Pakap/Pakap/Mtm1/Mical3/Fchsd2/Dbn1/Prkce/Pdlim4/Cdc42ep2/Rhoc/Arhgef5/Katnal1/Gas2l1/Lmod1/Dapk3/Cdc42ep5/Myh11/Hook3/Agfg1/Sptb/Emp2/Fhod3/Dysf/Add2/Cav1/Serpinh1/Synpo/Tacc2/Abi2/Stmn1/Adamts14/Met/Trf/Tnnt2/Cdc42ep1/Rab11a/Arrb1/Wasf1/Fbln5/Clip3/App/Rnd2/Actc1/Sh3bp1/Hip1/Sorbs3/Nf1/Arhgef10l/Col5a1/Myh10/Kirrel/Eml4/Smad4/Plekhh2/Arhgef15/Mical1/Clip1/Pfn2/Ddr2/Inppl1/Col1a1/Tubb4a/Rhobtb3/Obsl1/Bin1/Cotl1/Pacsin1/Plod3/Pstpip1/Rflna/Loxl2/Dmtn/Dlc1/F2rl1/Col11a1/Iqgap2/Arhgap28/Acta1/Mef2c/S1pr1/Dyrk1a/Nrp1/Fscn1/Prex1/Rb1/Mtss1/Sptan1/Mecp2/Ppp1r9a/Rflnb/Arhgap35/Stmn2/Magel2/Tesk1/Ripk3/Rhog/Mmp11/Rnd3/Kank4/Psrc1/Enah/Kank2/Akap13/Comp/Col5a2/Spta1/Pdgfrb/Hook1/Lum/Rufy3/Efemp2/Nedd9/Sema5a/Mid1ip1/Tmod1/Col1a2/Ripk1/P3h4/Add1/Nck2/Col14a1/Slit2/Limch1/Plod1/Rhoj/Wnt4/Vim/Add3/Samd14/Ldlr	135	2.38082274955716
GO:0040012	regulation of locomotion	0.0986804360298336	0.0470432019727794	2.20487755759837e-21	1.86154662362948e-18	1.31861624760432e-18	Mmrn2/Hbegf/Ror2/Pik3r1/Mapre2/Pkn1/Itga6/Flt4/Dbn1/Pdgfb/Prkce/Lgr6/Cdh1/Flt1/Vegfc/Wnt3/Bmp2/Rhoc/Prl7d1/Prkd2/Lama5/Abhd2/Dapk3/Mpp1/Map4k4/Sfrp1/Snai2/Gas6/Reln/Foxo3/Emp2/Dysf/Vash1/Acta2/Robo4/Anxa3/Cav1/Hdac7/Fadd/Mmp14/Ppp2r3a/Arap3/Ptpru/Kitl/Irs2/Pparg/Met/Trf/Rab11a/Adgra2/App/Rab25/Nisch/Mmp28/Rnd2/Sh3bp1/Angpt1/Nf1/Marveld3/Sparc/Twist2/Arrdc3/Col18a1/Tgfb1/Rarres2/Mylk/Sema3g/Ets1/Kif2a/Pfn2/Ada/Wnt5a/Ddr2/Arsb/Numb/Dapk2/Jag1/Col1a1/Ccn4/Ldb2/Mdk/Serpine1/Prag1/Dmtn/Dlc1/St6gal1/Trip6/Csf1/Mmp2/F2rl1/F2r/Vegfa/Ptprm/Mcam/Tbx5/Mef2c/Foxf1/Gna12/S1pr1/Plxnb1/Serpinf1/Adgrg1/Nrp1/Padi2/Cmklr1/Adgrg3/Prex1/Oxsr1/Timp1/Smo/Enpp2/Fbln1/Sox9/Mecp2/Prr5/Nfe2l2/Plxna2/Prl2c2/Igfbp5/Ripk3/Cygb/Rnd3/Vegfb/Fn1/Postn/Epb41l5/Spred1/Jun/Prcp/Tbxa2r/Nos3/Prr5l/Egfl7/Rap2c/Pdgfrb/Thbs1/Cldn7/Dcn/Meox2/Cavin1/Rufy3/Stx3/Nedd9/Atoh8/Sema5a/Tie1/Camk2d/Lamc2/Itga2b/Spint2/Cxcl12/Jcad/Lama4/Cdk5/Gab2/Igf1/Plvap/Adora2a/Iqsec1/Slit2/Limch1/Rhoj/Gm266/Wnt4/Vim/Egfr/Arhgap4/Tek/Fga/Abcc8/Pgf/Notch1	172	2.09765559935595
GO:2000145	regulation of cell motility	0.0952380952380952	0.0447669180063546	2.65548540183789e-21	1.96173984060774e-18	1.38958755830385e-18	Mmrn2/Hbegf/Ror2/Pik3r1/Mapre2/Pkn1/Itga6/Flt4/Pdgfb/Prkce/Lgr6/Cdh1/Flt1/Vegfc/Bmp2/Rhoc/Prl7d1/Prkd2/Lama5/Abhd2/Dapk3/Mpp1/Map4k4/Sfrp1/Snai2/Gas6/Reln/Foxo3/Emp2/Dysf/Vash1/Acta2/Robo4/Anxa3/Cav1/Hdac7/Fadd/Mmp14/Ppp2r3a/Arap3/Ptpru/Kitl/Irs2/Pparg/Met/Trf/Rab11a/Adgra2/App/Rab25/Nisch/Mmp28/Rnd2/Sh3bp1/Angpt1/Nf1/Marveld3/Sparc/Twist2/Col18a1/Tgfb1/Rarres2/Mylk/Sema3g/Ets1/Kif2a/Pfn2/Ada/Wnt5a/Ddr2/Arsb/Numb/Dapk2/Jag1/Col1a1/Ccn4/Ldb2/Mdk/Serpine1/Prag1/Dmtn/Dlc1/Trip6/Csf1/Mmp2/F2rl1/F2r/Vegfa/Ptprm/Mcam/Tbx5/Mef2c/Foxf1/Gna12/S1pr1/Plxnb1/Serpinf1/Adgrg1/Nrp1/Padi2/Cmklr1/Adgrg3/Prex1/Oxsr1/Timp1/Smo/Enpp2/Fbln1/Sox9/Mecp2/Prr5/Nfe2l2/Plxna2/Prl2c2/Igfbp5/Ripk3/Cygb/Rnd3/Vegfb/Fn1/Postn/Epb41l5/Spred1/Jun/Prcp/Tbxa2r/Nos3/Prr5l/Egfl7/Rap2c/Pdgfrb/Thbs1/Cldn7/Dcn/Meox2/Cavin1/Rufy3/Nedd9/Atoh8/Sema5a/Tie1/Camk2d/Lamc2/Itga2b/Spint2/Cxcl12/Jcad/Lama4/Cdk5/Gab2/Igf1/Plvap/Iqsec1/Slit2/Limch1/Rhoj/Gm266/Wnt4/Vim/Egfr/Arhgap4/Tek/Fga/Abcc8/Pgf/Notch1	166	2.12742130750605
GO:0030334	regulation of cell migration	0.0912220309810671	0.0425380566225637	8.76946989925183e-21	5.52733083764676e-18	3.91525420630887e-18	Mmrn2/Hbegf/Ror2/Pik3r1/Mapre2/Itga6/Flt4/Pdgfb/Prkce/Lgr6/Cdh1/Flt1/Vegfc/Bmp2/Rhoc/Prl7d1/Prkd2/Lama5/Abhd2/Dapk3/Mpp1/Map4k4/Sfrp1/Snai2/Gas6/Reln/Foxo3/Emp2/Dysf/Vash1/Acta2/Robo4/Anxa3/Cav1/Hdac7/Fadd/Mmp14/Arap3/Ptpru/Kitl/Irs2/Pparg/Met/Rab11a/Adgra2/App/Rab25/Nisch/Mmp28/Rnd2/Sh3bp1/Angpt1/Nf1/Marveld3/Sparc/Twist2/Col18a1/Tgfb1/Rarres2/Mylk/Sema3g/Ets1/Kif2a/Pfn2/Ada/Wnt5a/Ddr2/Arsb/Numb/Dapk2/Jag1/Col1a1/Ccn4/Ldb2/Mdk/Serpine1/Dmtn/Dlc1/Trip6/Csf1/Mmp2/F2rl1/F2r/Vegfa/Ptprm/Mcam/Tbx5/Mef2c/Foxf1/Gna12/S1pr1/Plxnb1/Serpinf1/Adgrg1/Nrp1/Padi2/Cmklr1/Adgrg3/Prex1/Oxsr1/Timp1/Smo/Enpp2/Fbln1/Sox9/Mecp2/Prr5/Nfe2l2/Plxna2/Prl2c2/Igfbp5/Ripk3/Cygb/Rnd3/Vegfb/Fn1/Postn/Epb41l5/Spred1/Jun/Prcp/Tbxa2r/Nos3/Prr5l/Egfl7/Rap2c/Pdgfrb/Thbs1/Dcn/Meox2/Rufy3/Nedd9/Atoh8/Sema5a/Tie1/Camk2d/Lamc2/Itga2b/Cxcl12/Jcad/Lama4/Cdk5/Gab2/Igf1/Plvap/Iqsec1/Slit2/Limch1/Rhoj/Gm266/Wnt4/Vim/Egfr/Arhgap4/Tek/Fga/Abcc8/Pgf/Notch1	159	2.14448045406662
GO:0001525	angiogenesis	0.0631095811818703	0.0244700526390667	9.35250564745644e-21	5.52733083764676e-18	3.91525420630887e-18	Mmrn2/Hbegf/Ago1/Stab1/Flt4/Epas1/E2f8/Flt1/Ramp2/Col23a1/Vegfc/Mfge8/Hipk2/Aplnr/Prl7d1/Prkd2/Pf4/Gpr4/Hif3a/Emp2/Dysf/Vash1/Fzd5/Robo4/Pofut1/Anxa3/Cav1/Hdac7/Tmem100/Smad5/Pik3r6/Tgfa/Pparg/Col4a1/Adgra2/Tnfrsf12a/Rxra/Angpt1/Nf1/Sparc/Col18a1/Notch4/Ets1/Smad1/Tbx20/Wnt5a/Fmnl3/Tnfsf12/Mdk/Sox18/Ovol2/Serpine1/Loxl2/Mmp2/Vegfa/Ptprm/Mcam/S1pr1/Serpinf1/Notch3/Adgrg1/Nrp1/Enpp2/Mecp2/Nfe2l2/Hs6st1/Prl2c2/Apela/Vegfb/Angptl6/Fn1/Cd34/Spred1/Jun/Prcp/Tbxa2r/Tal1/Nos3/Egfl7/Pdgfrb/Shb/Thbs1/Rasip1/Dcn/Ptprb/Meox2/Sema5a/Tie1/Adam12/Ecscr/Calcrl/Cxcl12/Jcad/Ngfr/Pik3r3/Add1/Nrarp/Cd59a/Adra2b/Plcd3/Slit2/Rspo3/Tcf21/Rhoj/Clec14a/Nras/Tek/Abcc8/Pgf/Notch1	110	2.57905375655446
