ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Fold
GO:0098542	defense response to other organism	0.10597519729425	0.0426803243704652	2.68043462237342e-16	1.38578469976706e-12	1.08882075870937e-12	Acp5/Hck/Htra1/Slamf1/Cybb/Gata3/Ncf1/Cr1l/Myo1c/Ccl6/Arg2/Trim27/Ly86/Acod1/Il1rap/Gsdmd/Adamts5/Parp9/C3/Tap2/Cd74/Gpam/Trim8/Ifitm1/Ifitm3/Irf7/Hras/Ccr1/Stat1/Ptprc/Lcn2/Dab2ip/Card9/Tyro3/Il1b/Zbp1/Samhd1/Tlr2/Gbp2/Pla2g2f/Fgr/Smpdl3b/Ube2k/Plac8/Cxcl1/Zyx/Clec4d/Clec2d/Atg7/Trim30a/Elf4/Was/Il15/Hp/Oas2/Rtp4/Ifit1/Grn/Cxcl10/Ccl5/Prdm1/Fgl2/Pfpl/Ddx58/Ifnk/Ifi209/Serpinb9/Ifit2/Bst2/Mpeg1/Ythdf3/Ccdc88b/Dtx3l/Cd14/Spn/Cd177/Oas1a/Cd47/S100a9/Capg/Pcbp2/Bcl2/Fcer1g/Arrb2/Ifit3b/Mapk3/Oas1g/Lyz2/Sp110/Ifi204/Rpl13a/Ifit3/Bnip3/Sh2d1b1	94	2.48299887260428
GO:0030335	positive regulation of cell migration	0.0755355129650507	0.0257030397875468	2.22384449519226e-15	5.74863802007198e-12	4.51674521418259e-12	Hmox1/Amotl1/Slamf1/Gata3/Cd274/Mmp9/Myo1c/Map2k3/Aoc3/Sema6a/Vsir/Itgb3/Pecam1/Tfap2a/Sema4d/Cxcl14/Il6st/Plau/Spry2/Myc/Adamts1/Abcc1/Pla2g7/Cd74/Capn1/Hras/Ccr1/Sema4c/Cxcr2/Ptprc/Mpzl1/Sell/Dab2ip/Il1b/Tlr2/F3/Fgr/Furin/Sema4b/Pak1/Fgfr1/Cdh5/Plet1/Sema3f/Grn/Cxcl10/Ccl5/Ripor2/Fam110c/Sema7a/Egr1/Akap12/Shtn1/Amot/S100a14/Ccr2/Spn/Dock8/Ptafr/Bcl2/Ptk2b/Sphk1/Mapk3/Sema3e/Ccr1l1/Ano6/Insl3	67	2.93877742046868
GO:0030334	regulation of cell migration	0.102593010146561	0.0425380566225637	4.95286566942728e-15	6.92586526676258e-12	5.44170091915643e-12	Ppard/Hmox1/Amotl1/Slamf1/Gata3/Cd274/Abr/Mmp9/Myo1c/Map2k3/Aoc3/Sema6a/Vsir/Nav3/Stk10/Itgb3/Pecam1/Tfap2a/Sema4d/Cxcl14/Il6st/Plau/Spry2/Myc/Cd200/Adamts1/Abcc1/Pla2g7/Cd74/Capn1/Cd63/Hras/Sdc3/Ccr1/Sema4c/Cxcr2/Ptprc/Il24/Glul/Mpzl1/Sell/Dab2ip/Il1rn/Dll4/Il1b/Tlr2/Ecm1/F3/Fgr/Adamts9/Furin/Sema4b/Nr2f2/Pak1/Fgfr1/Cdh5/Jam3/Plet1/Tpm1/Sema3f/Grn/Cxcl10/Ccl5/Kiss1r/Ripor2/Fam110c/Ndrg4/Rap2b/Sema7a/Egr1/Akap12/Ddx58/Shtn1/Amot/S100a14/Ccr2/Tacstd2/Spn/Dock8/Ptafr/Bcl2/Ptk2b/Sphk1/Mapk3/Sema3e/Ccr1l1/Ano6/Afdn/C5ar2/Insl3/Tmsb10	91	2.41179353953238
GO:0032101	regulation of response to external stimulus	0.101465614430665	0.0418741404656898	5.35850310774668e-15	6.92586526676258e-12	5.44170091915643e-12	Acp5/Ppard/Ier3/Htra1/Slamf1/Gata3/Abr/Ptgis/Aoc3/Sema6a/Enpp3/Nr1d1/Nfkbia/Arg2/Ly86/Sema4d/Cxcl14/Plau/Acod1/Cd200/Parp9/Abcc1/Pla2g7/C3/Tap2/Cd74/Irf7/Ccr1/Il1r2/Stat1/Sema4c/Cxcr2/Sell/Card9/Tyro3/Il1b/Zbp1/Samhd1/Tlr2/Fgr/Smpdl3b/Ube2k/Cxcl1/Clec2d/Sema4b/Ctsc/Nupr1/Fgfr1/Il15/Mt3/Cdh5/Jam3/Ubash3b/Sema3f/Grn/Cxcl10/Ccl5/Nfkbiz/Ripor2/Nenf/Prdm1/Sema7a/Cdk19/Ctss/Fgl2/Ddx58/Pla2g5/S100a14/Ifi209/Ctla2a/Serpinb9/Ythdf3/Ccr2/Dtx3l/Spn/Cd47/S100a9/Pcbp2/Fcer1g/Ptk2b/Arrb2/Gstp1/Sphk1/Mapk3/Sema3e/Ccr1l1/Ano6/Ifi204/C5ar2/Sh2d1b1	90	2.42310918629608
GO:2000145	regulation of cell motility	0.104847801578354	0.0447669180063546	1.45220333866873e-14	1.36265207313476e-11	1.07064529170865e-11	Ppard/Hmox1/Amotl1/Slamf1/Gata3/Cd274/Abr/Mmp9/Myo1c/Map2k3/Aoc3/Sema6a/Vsir/Nav3/Stk10/Itgb3/Pecam1/Tfap2a/Sema4d/Cxcl14/Il6st/Plau/Spry2/Myc/Cd200/Adamts1/Abcc1/Pla2g7/Cd74/Capn1/Cd63/Hras/Sdc3/Ccr1/Sema4c/Cxcr2/Ptprc/Il24/Glul/Mpzl1/Sell/Dab2ip/Il1rn/Dll4/Il1b/Tlr2/Ecm1/F3/Fgr/Adamts9/Furin/Sema4b/Nr2f2/Pak1/Was/Fgfr1/Cdh5/Jam3/Plet1/Tpm1/Sema3f/Grn/Cxcl10/Ccl5/Kiss1r/Ripor2/Fam110c/Ndrg4/Rap2b/Sema7a/Egr1/Akap12/Ddx58/Shtn1/Amot/S100a14/Ccr2/Tacstd2/Spn/Dock8/Fes/Ptafr/Bcl2/Ptk2b/Sphk1/Mapk3/Sema3e/Ccr1l1/Ano6/Afdn/C5ar2/Insl3/Tmsb10	93	2.34208219479105
GO:2000147	positive regulation of cell motility	0.0755355129650507	0.0267463366054915	1.58141439822215e-14	1.36265207313476e-11	1.07064529170865e-11	Hmox1/Amotl1/Slamf1/Gata3/Cd274/Mmp9/Myo1c/Map2k3/Aoc3/Sema6a/Vsir/Itgb3/Pecam1/Tfap2a/Sema4d/Cxcl14/Il6st/Plau/Spry2/Myc/Adamts1/Abcc1/Pla2g7/Cd74/Capn1/Hras/Ccr1/Sema4c/Cxcr2/Ptprc/Mpzl1/Sell/Dab2ip/Il1b/Tlr2/F3/Fgr/Furin/Sema4b/Pak1/Fgfr1/Cdh5/Plet1/Sema3f/Grn/Cxcl10/Ccl5/Ripor2/Fam110c/Sema7a/Egr1/Akap12/Shtn1/Amot/S100a14/Ccr2/Spn/Dock8/Ptafr/Bcl2/Ptk2b/Sphk1/Mapk3/Sema3e/Ccr1l1/Ano6/Insl3	67	2.82414425867735
GO:0040017	positive regulation of locomotion	0.0755355129650507	0.0275050979276331	6.11958281697487e-14	4.5197490233943e-11	3.55119850988061e-11	Hmox1/Amotl1/Slamf1/Gata3/Cd274/Mmp9/Myo1c/Map2k3/Aoc3/Sema6a/Vsir/Itgb3/Pecam1/Tfap2a/Sema4d/Cxcl14/Il6st/Plau/Spry2/Myc/Adamts1/Abcc1/Pla2g7/Cd74/Capn1/Hras/Ccr1/Sema4c/Cxcr2/Ptprc/Mpzl1/Sell/Dab2ip/Il1b/Tlr2/F3/Fgr/Furin/Sema4b/Pak1/Fgfr1/Cdh5/Plet1/Sema3f/Grn/Cxcl10/Ccl5/Ripor2/Fam110c/Sema7a/Egr1/Akap12/Shtn1/Amot/S100a14/Ccr2/Spn/Dock8/Ptafr/Bcl2/Ptk2b/Sphk1/Mapk3/Sema3e/Ccr1l1/Ano6/Insl3	67	2.74623683085177
GO:0051272	positive regulation of cellular component movement	0.0755355129650507	0.0276473656755347	7.83554155345752e-14	5.06371872892192e-11	3.97859932299902e-11	Hmox1/Amotl1/Slamf1/Gata3/Cd274/Mmp9/Myo1c/Map2k3/Aoc3/Sema6a/Vsir/Itgb3/Pecam1/Tfap2a/Sema4d/Cxcl14/Il6st/Plau/Spry2/Myc/Adamts1/Abcc1/Pla2g7/Cd74/Capn1/Hras/Ccr1/Sema4c/Cxcr2/Ptprc/Mpzl1/Sell/Dab2ip/Il1b/Tlr2/F3/Fgr/Furin/Sema4b/Pak1/Fgfr1/Cdh5/Plet1/Sema3f/Grn/Cxcl10/Ccl5/Ripor2/Fam110c/Sema7a/Egr1/Akap12/Shtn1/Amot/S100a14/Ccr2/Spn/Dock8/Ptafr/Bcl2/Ptk2b/Sphk1/Mapk3/Sema3e/Ccr1l1/Ano6/Insl3	67	2.73210525196231
GO:0050900	leukocyte migration	0.0541149943630214	0.0161711006781429	1.94027289196352e-13	1.1145789834946e-10	8.75732525156402e-11	Itgb2/Itgb7/Slamf1/Gata3/Abr/Mmp9/Ccl6/Aoc3/Stk10/Itgb3/Pecam1/Cxcl14/Retnlg/Cd200/Pla2g7/Cd74/Capn1/Ccr1/Cxcr2/Sell/Il1rn/Il1b/Tlr2/Ecm1/Csf3r/Cxcl1/Jam3/Cxcl10/Ccl5/Ripor2/Itga1/S100a14/Selplg/Jaml/Ccr2/Spn/Dock8/Cd177/Cd47/S100a9/Ptafr/Fcer1g/Ptk2b/Mapk3/Ccr1l1/Ano6/Rpl13a/C5ar2	48	3.34640142561007
GO:0040012	regulation of locomotion	0.104847801578354	0.0470432019727794	2.77139625134822e-13	1.43281186194703e-10	1.12577032988976e-10	Ppard/Hmox1/Amotl1/Slamf1/Gata3/Cd274/Abr/Mmp9/Myo1c/Map2k3/Aoc3/Sema6a/Vsir/Nav3/Stk10/Itgb3/Pecam1/Tfap2a/Sema4d/Cxcl14/Il6st/Plau/Spry2/Myc/Cd200/Adamts1/Abcc1/Pla2g7/Cd74/Capn1/Cd63/Hras/Sdc3/Ccr1/Sema4c/Cxcr2/Ptprc/Il24/Glul/Mpzl1/Sell/Dab2ip/Il1rn/Dll4/Il1b/Tlr2/Ecm1/F3/Fgr/Adamts9/Furin/Sema4b/Nr2f2/Pak1/Was/Fgfr1/Cdh5/Jam3/Plet1/Tpm1/Sema3f/Grn/Cxcl10/Ccl5/Kiss1r/Ripor2/Fam110c/Ndrg4/Rap2b/Sema7a/Egr1/Akap12/Ddx58/Shtn1/Amot/S100a14/Ccr2/Tacstd2/Spn/Dock8/Fes/Ptafr/Bcl2/Ptk2b/Sphk1/Mapk3/Sema3e/Ccr1l1/Ano6/Afdn/C5ar2/Insl3/Tmsb10	93	2.22875563697858
