ID	name	Binom_Genome_Fraction	Binom_Expected	Binom_Observed_Region_Hits	Binom_Fold_Enrichment	Binom_Region_Set_Coverage	Binom_Raw_PValue	Binom_Adjp_BH	Hyper_Total_Genes	Hyper_Expected	Hyper_Observed_Gene_Hits	Hyper_Fold_Enrichment	Hyper_Gene_Set_Coverage	Hyper_Term_Gene_Coverage	Hyper_Raw_PValue	Hyper_Adjp_BH
MP:0002080	prenatal lethality	0.1049329	96.01358	220	2.291343	0.2404372	1.037973e-31	9.51821241e-28	2000	85.16008	217	2.548142	0.2381998	0.1085	5.278084e-40	1.210000757e-36
MP:0010770	preweaning lethality	0.2047155	187.3147	336	1.793773	0.3672131	7.904826e-30	3.624362721e-26	3574	152.1811	333	2.188183	0.3655324	0.09317292	1.5078e-49	1.3826526e-45
MP:0010769	abnormal survival	0.2283884	208.9754	356	1.70355	0.389071	1.061155e-27	3.24359711666667e-24	4010	170.746	353	2.067399	0.3874863	0.08802993	2.75064e-47	1.26116844e-43
MP:0008762	embryonic lethality	0.07861521	71.93291	173	2.405019	0.189071	8.692562e-27	1.9927698385e-23	1537	65.44552	171	2.61286	0.1877058	0.1112557	2.673714e-32	4.903591476e-29
MP:0005380	embryo phenotype	0.0870319	79.63419	171	2.147319	0.1868852	2.692805e-21	4.11550364166667e-18	1543	65.701	169	2.572259	0.1855104	0.1095269	4.45546e-31	6.80942803333333e-28
MP:0013292	embryonic lethality prior to organogenesis	0.02713008	24.82402	81	3.262968	0.08852459	6.577694e-20	8.61677914e-17	680	28.95443	79	2.728425	0.08671789	0.1161765	4.405385e-16	2.524836278125e-13
MP:0004196	abnormal prenatal growth/weight/body size	0.05609617	51.328	125	2.435318	0.136612	1.137316e-19	1.303648465e-16	991	42.19682	124	2.93861	0.1361142	0.1251261	7.118125e-28	9.32474375e-25
MP:0013293	embryonic lethality prior to tooth bud stage	0.0319788	29.2606	88	3.007457	0.09617486	2.354304e-19	2.39877418666667e-16	752	32.02019	86	2.685805	0.09440176	0.1143617	5.247223e-17	3.20780232733333e-14
MP:0014134	abnormal embryo morphology	0.06885696	63.00412	138	2.190333	0.1508197	7.915527e-18	7.258538259e-15	1171	49.86123	136	2.72757	0.1492865	0.1161401	2.502918e-27	2.55019534e-24
MP:0002086	abnormal extraembryonic tissue morphology	0.03484147	31.87995	84	2.634885	0.09180328	2.861982e-15	2.38585226727273e-12	603	25.67577	84	3.271568	0.09220637	0.1393035	4.924028e-22	4.515333676e-19
MP:0009850	embryonic lethality between implantation and placentation	0.01769502	16.19094	56	3.458724	0.06120219	3.956154e-15	3.023161015e-12	399	16.98944	55	3.237306	0.06037322	0.1378446	1.354408e-14	5.6454188e-12
MP:0001672	abnormal embryo development	0.04917772	44.99762	104	2.311234	0.1136612	5.409413e-15	3.81571670846154e-12	873	37.17238	103	2.770875	0.1130626	0.117984	3.108096e-21	2.59102184727273e-18
MP:0010866	abnormal prenatal body size	0.04170248	38.15776	91	2.384836	0.09945355	5.632997e-14	3.689613035e-11	748	31.84987	90	2.825757	0.09879254	0.1203209	3.413467e-19	2.235820885e-16
MP:0002088	abnormal embryonic growth/weight/body size	0.04627734	42.34376	97	2.290774	0.1060109	8.204273e-14	5.01554556066667e-11	817	34.78789	96	2.759581	0.1053787	0.1175031	1.048127e-19	7.39332660769231e-17
MP:0004957	abnormal blastocyst morphology	0.008141165	7.449166	35	4.698513	0.03825137	1.57e-13	8.9980625e-11	192	8.175368	34	4.158834	0.03732162	0.1770833	1.417193e-12	4.33188660333333e-10
MP:0001711	abnormal placenta morphology	0.01593738	14.5827	48	3.291572	0.05245902	2.095747e-12	1.13047058764706e-09	311	13.24239	48	3.624722	0.05268935	0.1543408	8.763673e-15	3.82680387666667e-12
MP:0010865	prenatal growth retardation	0.02973476	27.20731	68	2.499329	0.07431694	1.426155e-11	6.88307439473684e-09	541	23.0358	67	2.908516	0.07354555	0.1238447	3.745575e-15	1.80773277631579e-12
MP:0006205	embryonic lethality between implantation and somite formation	0.01230108	11.25549	40	3.553821	0.04371585	1.572509e-11	7.209953765e-09	278	11.83725	39	3.294684	0.0428101	0.1402878	5.816102e-11	1.3333413835e-08
MP:0011096	embryonic lethality between implantation and somite formation, complete penetrance	0.01131347	10.35183	38	3.67085	0.04153005	2.032814e-11	8.87662113333333e-09	255	10.85791	37	3.407654	0.04061471	0.145098	6.737802e-11	1.50696693512195e-08
MP:0002085	abnormal embryonic tissue morphology	0.05309141	48.57864	99	2.037933	0.1081967	3.372588e-11	1.40575599818182e-08	843	35.89498	98	2.730187	0.1075741	0.1162515	8.960734e-20	6.84749423166667e-17
MP:0011100	preweaning lethality, complete penetrance	0.03595606	32.8998	74	2.249254	0.08087432	1.961565e-10	7.82067436956522e-08	783	33.34017	72	2.159557	0.07903403	0.09195402	6.630714e-10	1.38190107681818e-07
MP:0004197	abnormal fetal growth/weight/body size	0.0145728	13.33411	41	3.07482	0.04480874	6.160499e-10	2.35382399291667e-07	247	10.51727	40	3.803268	0.04390779	0.1619433	3.126329e-13	1.10263218961538e-10
MP:0003984	embryonic growth retardation	0.02541573	23.25539	57	2.451044	0.06229508	1.337469e-09	4.905836292e-07	456	19.4165	56	2.884145	0.06147091	0.122807	1.041108e-12	3.4096287e-10
MP:0004200	decreased fetal size	0.01031597	9.439115	33	3.49609	0.03606557	1.391912e-09	4.90916655384615e-07	179	7.621828	32	4.198468	0.03512623	0.1787709	4.963787e-12	1.28084700527778e-09
MP:0005028	abnormal trophectoderm morphology	0.0048927	4.476821	22	4.914202	0.02404372	2.233025e-09	7.58401453703704e-07	115	4.896705	22	4.492817	0.02414929	0.1913043	2.830459e-09	4.99140558269231e-07
MP:0004198	abnormal fetal size	0.01059172	9.691424	33	3.405072	0.03606557	2.625279e-09	8.597788725e-07	186	7.919888	32	4.040461	0.03512623	0.172043	1.433704e-11	3.55326099459459e-09
MP:0005033	abnormal trophoblast giant cell morphology	0.00331268	3.031102	18	5.938435	0.01967213	3.716488e-09	1.17517913655172e-06	81	3.448983	18	5.218929	0.01975851	0.2222222	6.501709e-09	1.06465484875e-06
MP:0012057	abnormal mural trophectoderm morphology	0.003333583	3.050228	18	5.901198	0.01967213	4.08918e-09	1.24992602e-06	82	3.491563	18	5.155284	0.01975851	0.2195122	8.002419e-09	1.28740670578947e-06
MP:0010038	abnormal placenta physiology	0.008705948	7.965943	29	3.640498	0.03169399	5.737624e-09	1.65348771636364e-06	148	6.301846	29	4.601826	0.03183315	0.1959459	4.685092e-12	1.26359687176471e-09
