ID	name	Binom_Genome_Fraction	Binom_Expected	Binom_Observed_Region_Hits	Binom_Fold_Enrichment	Binom_Region_Set_Coverage	Binom_Raw_PValue	Binom_Adjp_BH	Hyper_Total_Genes	Hyper_Expected	Hyper_Observed_Gene_Hits	Hyper_Fold_Enrichment	Hyper_Gene_Set_Coverage	Hyper_Term_Gene_Coverage	Hyper_Raw_PValue	Hyper_Adjp_BH
MP:0003656	abnormal erythrocyte physiology	0.001236652	0.2460938	11	44.6984	0.05527638	3.063475e-15	2.809206575e-11	45	0.420659	11	26.14944	0.055	0.2444444	2.77866e-13	6.37007805e-10
MP:0005637	abnormal iron homeostasis	0.004181448	0.8321082	15	18.0265	0.07537688	1.373577e-14	6.297850545e-11	122	1.140453	15	13.15266	0.075	0.1229508	5.493096e-13	1.00558617366667e-09
MP:0001577	anemia	0.01199728	2.387458	21	8.795966	0.1055276	7.328582e-14	2.24010323133333e-10	260	2.430474	21	8.640288	0.105	0.08076923	5.331321e-14	2.4444106785e-10
MP:0001770	abnormal iron level	0.003927391	0.7815508	14	17.9131	0.07035176	1.156525e-13	2.6513335625e-10	117	1.093713	14	12.80043	0.07	0.1196581	4.869793e-12	3.04937651666667e-09
MP:0005563	abnormal hemoglobin content	0.009825977	1.955369	19	9.716834	0.09547739	2.144965e-13	3.93386581e-10	220	2.056555	19	9.23875	0.095	0.08636364	2.695251e-13	6.37007805e-10
MP:0008954	abnormal cellular hemoglobin content	0.0002883215	0.05737597	7	122.0023	0.03517588	3.477857e-13	5.31532478166667e-10	10	0.09347978	7	74.8825	0.035	0.7	6.579626e-13	1.00558617366667e-09
MP:0002640	reticulocytosis	0.002679948	0.5333097	12	22.501	0.06030151	4.961923e-13	6.50011913e-10	69	0.6450105	12	18.60435	0.06	0.173913	1.767448e-12	1.47340892363636e-09
MP:0002447	abnormal erythrocyte morphology	0.03231683	6.431049	31	4.820364	0.1557789	5.713338e-13	6.5489136825e-10	712	6.655761	31	4.657619	0.155	0.04353933	9.040251e-13	1.184272881e-09
MP:0005097	polychromatophilia	0.0009765277	0.194329	9	46.31321	0.04522613	7.671413e-13	7.81631746777778e-10	29	0.2710914	9	33.19914	0.045	0.3103448	3.876722e-12	2.73458005692308e-09
MP:0002642	anisocytosis	0.001485992	0.2957123	10	33.81665	0.05025126	8.675269e-13	7.955221673e-10	38	0.3552232	10	28.15132	0.05	0.2631579	1.530464e-12	1.47340892363636e-09
MP:0013659	abnormal erythroid lineage cell morphology	0.03527597	7.019918	32	4.558458	0.160804	1.002991e-12	8.3612977e-10	768	7.179247	32	4.457292	0.16	0.04166667	1.203266e-12	1.3792436525e-09
MP:0002643	poikilocytosis	0.0006853436	0.1363834	8	58.65818	0.04020101	2.291766e-12	1.4572161625e-09	32	0.2991353	8	26.74375	0.04	0.25	4.397728e-10	1.12019904888889e-07
MP:0011913	abnormal reticulocyte cell number	0.003073625	0.6116513	12	19.61902	0.06030151	2.401277e-12	1.4572161625e-09	75	0.7010984	12	17.116	0.06	0.16	4.988075e-12	3.04937651666667e-09
MP:0001588	abnormal hemoglobin	0.01613774	3.211409	22	6.850575	0.1105528	2.403041e-12	1.4572161625e-09	372	3.477448	22	6.326478	0.11	0.05913978	6.98598e-12	4.0038397875e-09
MP:0008807	increased liver iron level	0.0006912483	0.1375584	8	58.15711	0.04020101	2.452117e-12	1.4572161625e-09	24	0.2243515	8	35.65833	0.04	0.3333333	3.278325e-11	1.30705392391304e-08
