ID	name	Binom_Genome_Fraction	Binom_Expected	Binom_Observed_Region_Hits	Binom_Fold_Enrichment	Binom_Region_Set_Coverage	Binom_Raw_PValue	Binom_Adjp_BH	Hyper_Total_Genes	Hyper_Expected	Hyper_Observed_Gene_Hits	Hyper_Fold_Enrichment	Hyper_Gene_Set_Coverage	Hyper_Term_Gene_Coverage	Hyper_Raw_PValue	Hyper_Adjp_BH
MP:0001544	abnormal cardiovascular system physiology	0.08375041	16.33133	47	2.877904	0.2410256	3.117518e-11	2.858764006e-07	1369	12.41346	47	3.786212	0.242268	0.03433163	1.089969e-15	9.99501573e-12
MP:0005385	cardiovascular system phenotype	0.1332184	25.97759	60	2.309683	0.3076923	2.154076e-10	9.87643846e-07	2260	20.49264	60	2.927881	0.3092784	0.02654867	6.257785e-15	2.8691944225e-11
MP:0005369	muscle phenotype	0.07226412	14.0915	40	2.83859	0.2051282	1.899874e-09	5.80728152666667e-06	1139	10.32793	40	3.872994	0.2061856	0.03511853	1.090484e-13	3.33324609333333e-10
MP:0000230	abnormal systemic arterial blood pressure	0.01150065	2.242626	15	6.688587	0.07692308	1.150925e-08	2.6384955625e-05	212	1.922318	15	7.803078	0.07731959	0.07075472	1.015747e-09	1.33062857e-06
MP:0000249	abnormal blood vessel physiology	0.01768031	3.44766	18	5.220933	0.09230769	1.679547e-08	2.96419027333333e-05	329	2.98322	18	6.033748	0.09278351	0.05471125	1.321728e-09	1.51503072e-06
MP:0002106	abnormal muscle physiology	0.04510628	8.795725	29	3.297056	0.1487179	1.939492e-08	2.96419027333333e-05	732	6.637439	29	4.369155	0.1494845	0.03961749	2.408373e-11	5.5211951025e-08
MP:0002127	abnormal cardiovascular system morphology	0.1014792	19.78844	45	2.274055	0.2307692	1.232415e-07	0.000141265569375	1709	15.49642	45	2.903896	0.2319588	0.02633119	5.119435e-11	9.38904379e-08
MP:0012382	abnormal blood cell physiology	0.05677648	11.07141	31	2.800004	0.1589744	2.265021e-07	0.0002077024257	1304	11.82407	31	2.62177	0.1597938	0.02377301	7.856401e-07	0.000277089219884615
MP:0005406	abnormal heart size	0.032532	6.34374	22	3.467986	0.1128205	5.080471e-07	0.000423526537	580	5.259173	22	4.183167	0.1134021	0.03793103	1.637552e-08	1.17040942307692e-05
MP:0001545	abnormal hematopoietic system physiology	0.06069022	11.83459	31	2.619439	0.1589744	9.336701e-07	0.000713479568083333	1367	12.39533	31	2.500943	0.1597938	0.0226774	2.114071e-06	0.0006058134709375
MP:0005595	abnormal vascular smooth muscle physiology	0.0071709	1.398325	10	7.151411	0.05128205	1.869631e-06	0.001224608305	122	1.10624	10	9.039632	0.05154639	0.08196721	1.703303e-07	8.2206781631579e-05
MP:0002420	abnormal adaptive immunity	0.05439659	10.60733	28	2.639683	0.1435897	2.901816e-06	0.00157382120823529	1254	11.37069	28	2.462471	0.1443299	0.02232855	9.348053e-06	0.00209077185390244
MP:0000685	abnormal immune system morphology	0.09898627	19.30232	41	2.124097	0.2102564	2.917662e-06	0.00157382120823529	2117	19.19598	41	2.135864	0.2113402	0.01936703	2.227577e-06	0.000618996396666667
MP:0001614	abnormal blood vessel morphology	0.06231004	12.15046	30	2.469043	0.1538462	4.648457e-06	0.00236813059388889	1022	9.267025	30	3.237285	0.1546392	0.02935421	1.283869e-08	1.07027988454545e-05
MP:0001819	abnormal immune cell physiology	0.05317682	10.36948	27	2.603795	0.1384615	5.704382e-06	0.00275311489157895	1221	11.07147	27	2.438702	0.1391753	0.02211302	1.632241e-05	0.00318460637659574
MP:0002421	abnormal cell-mediated immunity	0.05343876	10.42056	27	2.591032	0.1384615	6.233438e-06	0.002858031323	1234	11.18934	27	2.41301	0.1391753	0.02188006	1.967759e-05	0.00375923958958333
MP:0005592	abnormal vascular smooth muscle morphology	0.005039694	0.9827404	8	8.140502	0.04102564	8.094387e-06	0.00353454899	74	0.6709979	8	11.92254	0.04123711	0.1081081	3.573658e-07	0.000143280731695652
MP:0000266	abnormal heart morphology	0.07594065	14.80843	33	2.228461	0.1692308	1.24261e-05	0.00467756056923077	1234	11.18934	33	2.949235	0.1701031	0.0267423	2.100745e-08	1.220999255e-05
MP:0001785	edema	0.0254591	4.964525	17	3.424296	0.08717949	1.260171e-05	0.00467756056923077	406	3.681421	17	4.617782	0.08762887	0.04187192	1.916012e-07	8.78491502e-05
MP:0000274	enlarged heart	0.0255619	4.984571	17	3.410524	0.08717949	1.326244e-05	0.00467756056923077	452	4.098528	17	4.147831	0.08762887	0.03761062	8.554932e-07	0.000290550838666667
MP:0005620	abnormal muscle contractility	0.01811817	3.533044	14	3.962589	0.07179487	1.570492e-05	0.00533385616296296	285	2.584249	14	5.417435	0.07216495	0.04912281	3.593737e-07	0.000143280731695652
MP:0001790	abnormal immune system physiology	0.09223447	17.98572	37	2.057187	0.1897436	1.993546e-05	0.00652886315	1998	18.11694	37	2.042287	0.1907216	0.01851852	2.102011e-05	0.00393376344285714
MP:0004090	abnormal sarcomere morphology	0.001814832	0.3538922	5	14.1286	0.02564103	3.29884e-05	0.0100834542666667	42	0.3808366	5	13.12899	0.0257732	0.1190476	3.771114e-05	0.00640391025555556
MP:0002442	abnormal leukocyte physiology	0.05274423	10.28512	25	2.430695	0.1282051	4.046954e-05	0.01159705255625	1198	10.86291	25	2.301409	0.128866	0.02086811	8.794227e-05	0.0132201740311475
MP:0001784	abnormal fluid regulation	0.03788054	7.386705	20	2.707567	0.1025641	5.996555e-05	0.0151388543526316	622	5.640009	20	3.546093	0.1030928	0.03215434	1.045741e-06	0.0003424801775
MP:0011180	abnormal hematopoietic cell number	0.0787615	15.35849	32	2.083538	0.1641026	6.268586e-05	0.0151388543526316	1705	15.46015	32	2.069837	0.1649485	0.01876833	6.475921e-05	0.0103638960551724
MP:0001625	cardiac hypertrophy	0.008706848	1.697835	9	5.300867	0.04615385	6.273462e-05	0.0151388543526316	157	1.423604	9	6.321984	0.04639175	0.05732484	1.372269e-05	0.00279637927333333
