ID	name	Binom_Genome_Fraction	Binom_Expected	Binom_Observed_Region_Hits	Binom_Fold_Enrichment	Binom_Region_Set_Coverage	Binom_Raw_PValue	Binom_Adjp_BH	Hyper_Total_Genes	Hyper_Expected	Hyper_Observed_Gene_Hits	Hyper_Fold_Enrichment	Hyper_Gene_Set_Coverage	Hyper_Term_Gene_Coverage	Hyper_Raw_PValue	Hyper_Adjp_BH
MP:0001819	abnormal immune cell physiology	0.05317682	6.700279	50	7.462375	0.3968254	1.37102e-30	1.25722534e-26	1221	7.190746	50	6.953382	0.3968254	0.04095004	1.561707e-29	7.160426595e-26
MP:0002420	abnormal adaptive immunity	0.05439659	6.85397	50	7.295042	0.3968254	3.871836e-30	1.775236806e-26	1254	7.38509	50	6.770398	0.3968254	0.03987241	5.389715e-29	1.64745621833333e-25
MP:0001790	abnormal immune system physiology	0.09223447	11.62154	61	5.248873	0.484127	8.488232e-30	2.528118565e-26	1998	11.76667	61	5.184133	0.484127	0.03053053	8.565135e-30	7.160426595e-26
MP:0002442	abnormal leukocyte physiology	0.05274423	6.645772	49	7.373108	0.3888889	1.102778e-29	2.528118565e-26	1198	7.055293	49	6.94514	0.3888889	0.0409015	7.346363e-29	1.68415371775e-25
MP:0002421	abnormal cell-mediated immunity	0.05343876	6.733284	49	7.277281	0.3888889	1.981139e-29	3.633408926e-26	1234	7.267305	49	6.742527	0.3888889	0.03970827	2.821755e-28	5.02534034333333e-25
MP:0012382	abnormal blood cell physiology	0.05677648	7.153837	50	6.989256	0.3968254	2.731895e-29	4.17524619166667e-26	1304	7.679551	50	6.510797	0.3968254	0.03834356	3.288118e-28	5.02534034333333e-25
MP:0001545	abnormal hematopoietic system physiology	0.06069022	7.646968	50	6.538539	0.3968254	5.621677e-28	7.36439687e-25	1367	8.050573	50	6.210738	0.3968254	0.03657644	2.879399e-27	3.77201269e-24
MP:0001845	abnormal inflammatory response	0.04403694	5.548655	41	7.389179	0.3253968	1.504029e-24	1.72399324125e-21	1008	5.93634	41	6.906612	0.3253968	0.0406746	9.732238e-24	8.924462246e-21
MP:0002419	abnormal innate immunity	0.02535253	3.194419	33	10.33052	0.2619048	5.01992e-24	5.11474071111111e-21	539	3.174293	33	10.39602	0.2619048	0.06122449	1.783814e-24	2.0446967975e-21
MP:0005387	immune system phenotype	0.1392002	17.53923	65	3.705979	0.515873	1.544656e-23	1.416449552e-20	2971	17.49689	65	3.714946	0.515873	0.02187816	8.710464e-24	8.87499498666667e-21
MP:0003009	abnormal cytokine secretion	0.02340511	2.949043	31	10.51188	0.2460317	8.901811e-23	7.42087335181818e-20	557	3.280299	31	9.450358	0.2460317	0.0556553	9.353652e-22	7.79754444e-19
MP:0002723	abnormal immune serum protein physiology	0.03959178	4.988564	37	7.416964	0.2936508	4.09818e-22	3.13169255e-19	928	5.465202	37	6.770106	0.2936508	0.03987069	4.900897e-21	3.74510212416667e-18
MP:0001793	altered susceptibility to infection	0.01915563	2.413609	28	11.60088	0.2222222	1.064896e-21	7.51161255384615e-19	500	2.944613	28	9.508889	0.2222222	0.056	9.85888e-20	6.4575664e-17
MP:0002462	abnormal granulocyte physiology	0.009499404	1.196925	22	18.38044	0.1746032	2.564519e-21	1.679759945e-18	224	1.319187	22	16.67694	0.1746032	0.09821429	7.60652e-21	5.36552218461538e-18
MP:0005025	abnormal response to infection	0.02097348	2.642658	28	10.59539	0.2222222	1.131851e-20	6.91938244666667e-18	537	3.162515	28	8.853714	0.2222222	0.05214153	6.496497e-19	3.65488420294118e-16
MP:0002406	increased susceptibility to infection	0.01536875	1.936462	25	12.91014	0.1984127	1.674377e-20	9.59627318125e-18	414	2.43814	25	10.25372	0.1984127	0.06038647	1.937045e-18	9.34879086842105e-16
MP:0002452	abnormal professional antigen presenting cell physiology	0.03697918	4.659377	34	7.297113	0.2698413	4.584047e-20	2.47268888176471e-17	831	4.893947	34	6.947357	0.2698413	0.04091456	1.214189e-19	7.42274208666667e-17
MP:0005397	hematopoietic system phenotype	0.1354514	17.06688	59	3.456988	0.468254	1.968888e-19	1.00303905333333e-16	2993	17.62645	59	3.347241	0.468254	0.01971266	6.775685e-19	3.65488420294118e-16
MP:0002498	abnormal acute inflammation	0.01066926	1.344327	21	15.6212	0.1666667	5.719804e-19	2.647843919e-16	284	1.67254	21	12.55575	0.1666667	0.07394366	2.24774e-17	1.03058879e-14
MP:0008568	abnormal interleukin secretion	0.01788324	2.253289	25	11.09489	0.1984127	5.775014e-19	2.647843919e-16	404	2.379247	25	10.50752	0.1984127	0.06188119	1.080494e-18	5.50451665555556e-16
MP:0001876	decreased inflammatory response	0.008735165	1.100631	19	17.26283	0.1507937	4.99735e-18	2.18217616666667e-15	239	1.407525	19	13.49887	0.1507937	0.07949791	2.199683e-16	9.60528243333333e-14
MP:0020186	altered susceptibility to bacterial infection	0.01123091	1.415095	20	14.13333	0.1587302	2.777423e-17	1.157680405e-14	299	1.760879	20	11.35797	0.1587302	0.06688963	9.600323e-16	3.66812341291667e-13
MP:0009785	altered susceptibility to infection induced morbidity/mortality	0.005903311	0.7438172	16	21.51066	0.1269841	8.419013e-17	3.35662387869565e-14	161	0.9481655	16	16.87469	0.1269841	0.09937888	1.735258e-15	6.12012148461538e-13
MP:0002463	abnormal neutrophil physiology	0.006295649	0.7932518	16	20.17014	0.1269841	2.262962e-16	8.64640064166667e-14	149	0.8774947	16	18.23373	0.1269841	0.1073826	4.995398e-16	2.08217271181818e-13
MP:0001846	increased inflammatory response	0.03734642	4.705648	30	6.375317	0.2380952	3.899109e-16	1.4301931812e-13	822	4.840944	30	6.197138	0.2380952	0.03649635	5.555094e-16	2.21479182521739e-13
MP:0002409	decreased susceptibility to infection	0.00674773	0.850214	16	18.81879	0.1269841	6.548623e-16	2.30964895807692e-13	160	0.9422762	16	16.98016	0.1269841	0.1	1.570444e-15	5.760388592e-13
MP:0008246	abnormal leukocyte morphology	0.07528643	9.48609	40	4.2167	0.3174603	2.019233e-15	6.80146105e-13	1653	9.734891	40	4.108931	0.3174603	0.02419843	3.538723e-15	1.20185518185185e-12
MP:0009786	decreased susceptibility to infection induced morbidity/mortality	0.00268682	0.3385393	12	35.4464	0.0952381	2.076782e-15	6.80146105e-13	66	0.3886889	12	30.87302	0.0952381	0.1818182	3.835104e-15	1.25599656e-12
