target_id	length	eff_length	est_counts	tpm
ENSMUST00000000804.6	4692	4493	25139.1	249.047
ENSMUST00000001279.14	2167	1968	701.949	15.8763
ENSMUST00000001258.14	3586	3387	3343.39	43.9379
ENSMUST00000003397.8	1706	1507	1282.14	37.8695
ENSMUST00000003404.8	3511	3312	17.7817	0.238974
ENSMUST00000003318.12	2519	2320	546.759	10.49
ENSMUST00000001975.5	4344	4145	1076.92	11.5645
ENSMUST00000005503.4	4251	4052	2743.87	30.1413
ENSMUST00000008016.2	1278	1079	613.13	25.2929
ENSMUST00000008748.7	3330	3131	2191.52	31.1551
ENSMUST00000004428.13	8390	8191	2101.33	11.4189
ENSMUST00000004202.16	5367	5168	3897.63	33.5696
ENSMUST00000006716.7	2071	1872	318.777	7.57965
ENSMUST00000005003.11	3510	3311	2781.02	37.3863
ENSMUST00000009321.10	4320	4121	6115.15	66.0499
ENSMUST00000008991.7	8299	8100	3236.05	17.7827
ENSMUST00000004987.16	2007	1808	1744.79	42.955
ENSMUST00000006692.5	1756	1557	822	23.4991
ENSMUST00000020358.11	2827	2628	2485.77	42.1021
ENSMUST00000020381.4	6420	6221	1653.42	11.8302
ENSMUST00000020695.12	7483	7284	1231.56	7.52581
ENSMUST00000021077.3	1925	1726	4085	105.346
ENSMUST00000020931.5	5603	5404	2576.59	21.2226
ENSMUST00000019405.3	3314	3115	1764.78	25.2174
ENSMUST00000020174.6	2502	2303	952.679	18.4128
ENSMUST00000016901.4	3774	3575	9328.07	116.141
ENSMUST00000017622.11	3810	3611	2007.98	24.7514
ENSMUST00000018716.9	2006	1807	1272.55	31.3461
ENSMUST00000020769.13	1638	1439	254.848	7.88294
ENSMUST00000016670.8	3164	2965	355.658	5.33919
ENSMUST00000019482.7	4632	4433	2660.83	26.717
ENSMUST00000018449.10	7442	7243	6297.02	38.6976
ENSMUST00000020298.7	789	590	277	20.8976
ENSMUST00000013130.14	3046	2847	1072.76	16.772
ENSMUST00000015893.12	1381	1182	608.111	22.8999
ENSMUST00000017751.2	4755	4556	1625.19	15.8778
ENSMUST00000026446.3	763	564	638.913	50.4233
ENSMUST00000024699.3	1622	1423	1497.5	46.8415
ENSMUST00000026264.11	2005	1806	1186	29.2304
ENSMUST00000023069.8	2518	2319	536.248	10.2928
ENSMUST00000024599.13	8887	8688	11633	59.5993
ENSMUST00000021670.14	7003	6804	886.827	5.80153
ENSMUST00000022964.8	1613	1414	230.585	7.25856
ENSMUST00000026221.6	5455	5256	9943.18	84.205
ENSMUST00000025228.11	2084	1885	394.088	9.30572
ENSMUST00000023559.6	2981	2782	495	7.91984
ENSMUST00000026292.14	14579	14380	6344.92	19.6397
ENSMUST00000023572.14	5742	5543	805.083	6.46493
ENSMUST00000027768.13	8506	8307	9434.3	50.5514
ENSMUST00000027202.8	4939	4740	1301.1	12.218
ENSMUST00000021282.11	6373	6174	3144.93	22.6732
ENSMUST00000026989.14	2727	2528	1265.99	22.2905
ENSMUST00000026886.7	7900	7701	908.676	5.25207
ENSMUST00000027777.11	3873	3674	5423.77	65.7098
ENSMUST00000027752.14	7622	7423	15977.8	95.8089
ENSMUST00000021922.9	2453	2254	285.36	5.63518
ENSMUST00000023015.14	3365	3166	431.677	6.06899
ENSMUST00000027980.7	3494	3295	1706.97	23.0589
ENSMUST00000025236.8	5097	4898	1371.39	12.4626
ENSMUST00000025778.8	3767	3568	2269.99	28.3184
ENSMUST00000025163.13	807	608	1483.87	108.633
ENSMUST00000025965.11	5868	5669	3518.91	27.6293
ENSMUST00000028232.6	3741	3542	1412.45	17.7498
ENSMUST00000021592.15	2957	2758	588.23	9.49338
