target_id	length	eff_length	est_counts	tpm
ENSMUST00000000365.2	783	584	596.342	40.5356
ENSMUST00000000834.3	1937	1738	2416	55.1824
ENSMUST00000001046.6	498	299	98.4623	13.0723
ENSMUST00000000939.14	6735	6536	4281.86	26.006
ENSMUST00000000696.6	514	315	39	4.91482
ENSMUST00000000642.10	5513	5314	11288.1	84.324
ENSMUST00000001920.12	3117	2918	1266.81	17.2338
ENSMUST00000001080.15	2367	2168	2759.84	50.5333
ENSMUST00000001081.9	1946	1747	809.565	18.3955
ENSMUST00000001184.9	4666	4467	849.111	7.54574
ENSMUST00000002064.14	1160	961	1850.92	76.4573
ENSMUST00000002368.15	2401	2202	677.961	12.222
ENSMUST00000003575.10	2158	1959	34910.4	707.414
ENSMUST00000003445.7	734	535	1322.76	98.148
ENSMUST00000003635.6	1131	932	2781	118.451
ENSMUST00000003183.11	2072	1873	2214.45	46.9334
ENSMUST00000002640.5	2995	2796	13120.7	186.282
ENSMUST00000002320.15	3277	3078	11012.6	142.028
ENSMUST00000002397.6	1993	1794	244.624	5.4129
ENSMUST00000001984.4	1396	1197	46869.2	1554.34
ENSMUST00000002902.7	1316	1117	952.768	33.86
ENSMUST00000009392.5	1605	1406	7376	208.252
ENSMUST00000007738.10	3648	3449	638.56	7.34957
ENSMUST00000004657.13	2105	1906	714.236	14.8755
ENSMUST00000004565.14	2289	2090	5025.97	95.4612
ENSMUST00000003964.16	3678	3479	4720.79	53.8659
ENSMUST00000009728.12	819	620	1394.24	89.2689
ENSMUST00000006898.9	1127	928	1255.72	53.7155
ENSMUST00000005532.8	6091	5892	37738.2	254.256
ENSMUST00000008537.9	2858	2659	6776.52	101.168
ENSMUST00000006662.3	942	743	8297	443.288
ENSMUST00000006311.12	3076	2877	1922.92	26.5324
ENSMUST00000009789.14	4043	3844	1120.18	11.568
ENSMUST00000004050.6	2677	2478	1605.85	25.7252
ENSMUST00000006611.8	1338	1139	7546.9	263.026
ENSMUST00000007253.5	2474	2275	5628.37	98.2098
ENSMUST00000006367.7	2041	1842	1403.2	30.2402
ENSMUST00000005810.8	2085	1886	5318.74	111.949
ENSMUST00000006286.8	2679	2480	615.568	9.85321
ENSMUST00000005548.7	1569	1370	21898.5	634.523
ENSMUST00000006301.10	2473	2274	2209.12	38.564
ENSMUST00000008542.11	4212	4013	1725.34	17.0671
ENSMUST00000006027.6	2852	2653	1886	28.22
ENSMUST00000007249.14	2261	2062	3219.26	61.9755
ENSMUST00000006391.4	3397	3198	4379.83	54.3666
ENSMUST00000019076.9	2198	1999	5532.38	109.863
ENSMUST00000017881.2	3175	2976	18815.8	250.982
ENSMUST00000021028.4	5784	5585	21633.3	153.763
ENSMUST00000019913.14	4696	4497	3309.23	29.2117
ENSMUST00000020271.12	938	739	1014.34	54.4872
ENSMUST00000021089.10	2307	2108	456.281	8.59241
ENSMUST00000018113.7	2107	1908	5969.73	124.202
ENSMUST00000020284.4	2286	2087	1194.24	22.7155
ENSMUST00000020251.9	5390	5191	1807.15	13.8196
ENSMUST00000016309.15	2378	2179	3583.27	65.2794
ENSMUST00000010974.8	1411	1212	3091	101.239
ENSMUST00000019791.13	6856	6657	968.645	5.77616
ENSMUST00000020301.13	4846	4647	1700.15	14.5234
ENSMUST00000018918.11	1230	1031	271.93	10.4701
ENSMUST00000014290.14	2773	2574	1000.16	15.4247
ENSMUST00000017208.4	1061	862	10332	475.807
ENSMUST00000016452.10	1732	1533	2717.06	70.3576
ENSMUST00000020399.5	5195	4996	5398.71	42.8964
ENSMUST00000020249.1	2807	2608	1229	18.7067
ENSMUST00000013220.7	8957	8758	7471.09	33.8636
ENSMUST00000020979.8	1949	1750	876.098	19.8732
ENSMUST00000013338.13	3924	3725	2322.57	24.7512
ENSMUST00000020169.8	4253	4054	1148.34	11.2445
ENSMUST00000010520.9	824	625	3008.18	191.063
ENSMUST00000020575.4	1955	1756	9950.82	224.951
ENSMUST00000021087.13	1372	1173	1495.79	50.6204
ENSMUST00000020856.5	1871	1672	5157.98	122.461
ENSMUST00000020911.13	3157	2958	20527.4	275.48
ENSMUST00000021082.6	858	659	1390.74	83.775
ENSMUST00000020927.9	2959	2760	2570.68	36.9737
ENSMUST00000017184.9	1960	1761	4615.87	104.051
ENSMUST00000021090.13	2709	2510	8269.57	130.786
ENSMUST00000020223.7	2725	2526	333.153	5.23557
ENSMUST00000020522.8	3730	3531	8236.42	92.5965
ENSMUST00000022709.5	2087	1888	470.513	9.89288
ENSMUST00000022368.3	2342	2143	6782.18	125.632
ENSMUST00000026011.7	3205	3006	550.246	7.26644
ENSMUST00000025542.9	2617	2418	5045.41	82.8311
ENSMUST00000027404.11	3554	3355	981.757	11.6162
ENSMUST00000026540.8	620	421	179	16.8781
ENSMUST00000023602.5	884	685	14551	843.249
ENSMUST00000023265.4	860	661	302	18.1367
ENSMUST00000024956.14	4151	3952	1132.37	11.3743
ENSMUST00000027748.7	2339	2140	1019	18.9023
ENSMUST00000021880.9	1373	1174	354.055	11.9717
ENSMUST00000023341.14	2085	1886	788.41	16.5945
ENSMUST00000026571.10	1916	1717	202.269	4.67641
ENSMUST00000021527.14	3545	3346	5078.17	60.2469
ENSMUST00000023612.16	3890	3691	21120.8	227.154
ENSMUST00000022865.16	6919	6720	4793.15	28.3143
ENSMUST00000021884.9	842	643	755.134	46.6194
ENSMUST00000021891.4	2505	2306	8017.12	138.011
ENSMUST00000021296.6	1574	1375	868.491	25.0736
ENSMUST00000026008.8	3580	3381	7487.99	87.9171
ENSMUST00000023934.7	628	429	82239.5	7609.86
ENSMUST00000026922.14	1736	1537	2033.89	52.53
ENSMUST00000023610.14	4884	4685	4445.54	37.6676
ENSMUST00000023156.12	4520	4321	696.265	6.39652
ENSMUST00000025311.7	5546	5347	2890.81	21.4616
ENSMUST00000021486.9	794	595	328.989	21.9491
ENSMUST00000024594.8	1915	1716	2788.64	64.5102
ENSMUST00000022322.16	3390	3191	11171.5	138.976
ENSMUST00000026425.12	2432	2233	2726.24	48.465
ENSMUST00000022378.8	4418	4219	24701.8	232.419
ENSMUST00000026999.9	4278	4079	2928.16	28.4967
ENSMUST00000025403.7	5054	4855	2117.58	17.3143
ENSMUST00000026585.13	1466	1267	1241.65	38.9023
ENSMUST00000026565.6	678	479	154.474	12.8018
ENSMUST00000021892.6	1518	1319	8243.75	248.104
ENSMUST00000026407.8	1063	864	1647.76	75.7068
ENSMUST00000024702.4	2575	2376	2610.96	43.6221
ENSMUST00000025563.7	929	730	38256.7	2080.36
ENSMUST00000026427.7	3981	3782	3470.12	36.4231
ENSMUST00000023334.14	3062	2863	1906.86	26.4394
ENSMUST00000027684.10	1713	1514	1583.99	41.5318
ENSMUST00000028294.6	1880	1681	944.876	22.3131
ENSMUST00000025472.6	2017	1818	710.516	15.5143
ENSMUST00000025831.7	7805	7606	3860.6	20.1489
ENSMUST00000027108.12	802	603	994.926	65.4978
ENSMUST00000023531.14	2016	1817	1945.94	42.5135
ENSMUST00000025891.9	3060	2861	10191	141.401
ENSMUST00000023682.11	2365	2166	1496.92	27.4343
ENSMUST00000027056.11	11053	10854	2968.42	10.8565
ENSMUST00000027517.13	5695	5496	8475.06	61.2138
ENSMUST00000027863.12	2580	2381	11772.1	196.267
ENSMUST00000026927.9	4764	4565	880.928	7.66043
ENSMUST00000021450.5	3323	3124	3597.25	45.7102
ENSMUST00000023672.9	2190	1991	973.761	19.4149
ENSMUST00000024575.7	5406	5207	1540.88	11.7472
ENSMUST00000022813.7	2705	2506	4415.29	69.9409
ENSMUST00000021413.8	1578	1379	1509.51	43.4535
ENSMUST00000021900.13	4482	4283	4777.04	44.2756
