target_id	length	eff_length	est_counts	tpm
ENSMUST00000000365.2	783	584	797.887	37.3454
ENSMUST00000000834.3	1937	1738	2508	39.4445
ENSMUST00000001046.6	498	299	243.796	22.2877
ENSMUST00000000939.14	6735	6536	6093.87	25.4853
ENSMUST00000000696.6	514	315	85	7.37594
ENSMUST00000000642.10	5513	5314	14581.9	75.0069
ENSMUST00000001920.12	3117	2918	1761.12	16.4973
ENSMUST00000001080.15	2367	2168	3027.14	38.1664
ENSMUST00000001081.9	1946	1747	1199.07	18.7612
ENSMUST00000001184.9	4666	4467	719.603	4.40338
ENSMUST00000002064.14	1160	961	1934.72	55.0304
ENSMUST00000002368.15	2401	2202	689.204	8.55538
ENSMUST00000003575.10	2158	1959	38450.2	536.505
ENSMUST00000003445.7	734	535	2022.31	103.324
ENSMUST00000003635.6	1131	932	2026	59.42
ENSMUST00000003183.11	2072	1873	2976.92	43.4449
ENSMUST00000002640.5	2995	2796	18957.2	185.33
ENSMUST00000002320.15	3277	3078	18939.7	168.195
ENSMUST00000002397.6	1993	1794	416.528	6.34644
ENSMUST00000001984.4	1396	1197	44289	1011.37
ENSMUST00000002902.7	1316	1117	1369.62	33.5164
ENSMUST00000009392.5	1605	1406	8719	169.508
ENSMUST00000007738.10	3648	3449	1043.72	8.27181
ENSMUST00000004657.13	2105	1906	764.744	10.9674
ENSMUST00000004565.14	2289	2090	6075.5	79.4592
ENSMUST00000003964.16	3678	3479	7771.37	61.0593
ENSMUST00000009728.12	819	620	1933.35	85.2369
ENSMUST00000006898.9	1127	928	1167.24	34.3813
ENSMUST00000005532.8	6091	5892	45728.3	212.144
ENSMUST00000008537.9	2858	2659	10163.5	104.48
ENSMUST00000006662.3	942	743	5753	211.648
ENSMUST00000006311.12	3076	2877	3196.3	30.368
ENSMUST00000009789.14	4043	3844	1494.21	10.6252
ENSMUST00000004050.6	2677	2478	2445.42	26.9749
ENSMUST00000006611.8	1338	1139	11984.7	287.616
ENSMUST00000007253.5	2474	2275	7212.3	86.6565
ENSMUST00000006367.7	2041	1842	2300.66	34.1406
ENSMUST00000005810.8	2085	1886	8264.09	119.774
ENSMUST00000006286.8	2679	2480	864.899	9.53285
ENSMUST00000005548.7	1569	1370	31805.5	634.585
ENSMUST00000006301.10	2473	2274	3105.89	37.334
ENSMUST00000008542.11	4212	4013	2507.24	17.0779
ENSMUST00000006027.6	2852	2653	2260.03	23.2855
ENSMUST00000007249.14	2261	2062	5001.81	66.3052
ENSMUST00000006391.4	3397	3198	6260.19	53.5079
ENSMUST00000019076.9	2198	1999	7557.19	103.337
ENSMUST00000017881.2	3175	2976	26362.2	242.135
ENSMUST00000021028.4	5784	5585	26846.1	131.391
ENSMUST00000019913.14	4696	4497	4385.36	26.6558
ENSMUST00000020271.12	938	739	983.142	36.3648
ENSMUST00000021089.10	2307	2108	852.556	11.0551
ENSMUST00000018113.7	2107	1908	9344.4	133.87
ENSMUST00000020284.4	2286	2087	1835.4	24.039
ENSMUST00000020251.9	5390	5191	3396.58	17.8854
ENSMUST00000016309.15	2378	2179	4701.93	58.9831
ENSMUST00000010974.8	1411	1212	3655	82.4316
ENSMUST00000019791.13	6856	6657	1310.01	5.37904
ENSMUST00000020301.13	4846	4647	2219.25	13.0539
ENSMUST00000018918.11	1230	1031	412.066	10.9249
ENSMUST00000014290.14	2773	2574	1506.07	15.9936
ENSMUST00000017208.4	1061	862	15041	476.956
ENSMUST00000016452.10	1732	1533	2839.59	50.6317
