target_id	length	eff_length	est_counts	tpm
ENSMUST00000000804.6	4692	4493	34336.7	292.441
ENSMUST00000001279.14	2167	1968	956.483	18.5981
ENSMUST00000001258.14	3586	3387	5352.41	60.4715
ENSMUST00000003397.8	1706	1507	1465.89	37.2224
ENSMUST00000003404.8	3511	3312	862.048	9.95996
ENSMUST00000003318.12	2519	2320	742.151	12.2411
ENSMUST00000001975.5	4344	4145	1226.24	11.3205
ENSMUST00000005503.4	4251	4052	3690.37	34.8511
ENSMUST00000008016.2	1278	1079	574.554	20.3764
ENSMUST00000008748.7	3330	3131	2573.36	31.451
ENSMUST00000004428.13	8390	8191	2666.7	12.4582
ENSMUST00000004202.16	5367	5168	5388.09	39.896
ENSMUST00000006716.7	2071	1872	404.977	8.27829
ENSMUST00000005003.11	3510	3311	3517.08	40.6481
ENSMUST00000009321.10	4320	4121	7278.84	67.589
ENSMUST00000008991.7	8299	8100	4018.75	18.9855
ENSMUST00000004987.16	2007	1808	2237.96	47.3664
ENSMUST00000006692.5	1756	1557	891	21.8981
ENSMUST00000020358.11	2827	2628	2500.14	36.4045
ENSMUST00000020381.4	6420	6221	2428.86	14.9403
ENSMUST00000020695.12	7483	7284	2011.11	10.5653
ENSMUST00000021077.3	1925	1726	3718	82.43
ENSMUST00000020931.5	5603	5404	3092.18	21.8961
ENSMUST00000019405.3	3314	3115	2049.37	25.1756
ENSMUST00000020174.6	2502	2303	1000.33	16.6213
ENSMUST00000016901.4	3774	3575	9229.19	98.788
ENSMUST00000017622.11	3810	3611	2872.57	30.4411
ENSMUST00000018716.9	2006	1807	1246.55	26.3978
ENSMUST00000020769.13	1638	1439	276.885	7.36302
ENSMUST00000016670.8	3164	2965	486.066	6.27317
ENSMUST00000019482.7	4632	4433	2963.55	25.5818
ENSMUST00000018449.10	7442	7243	7843.46	41.4387
ENSMUST00000020298.7	789	590	276	17.9009
ENSMUST00000013130.14	3046	2847	1256.46	16.888
ENSMUST00000015893.12	1381	1182	671.059	21.725
ENSMUST00000017751.2	4755	4556	1381.05	11.5996
ENSMUST00000026446.3	763	564	718.934	48.7783
ENSMUST00000024699.3	1622	1423	1735.91	46.6809
ENSMUST00000026264.11	2005	1806	1394.27	29.5424
ENSMUST00000023069.8	2518	2319	590.991	9.75206
ENSMUST00000024599.13	8887	8688	15598.2	68.7023
ENSMUST00000021670.14	7003	6804	1457.85	8.19907
ENSMUST00000022964.8	1613	1414	311.664	8.43441
ENSMUST00000026221.6	5455	5256	13922.6	101.364
ENSMUST00000025228.11	2084	1885	525.855	10.6751
ENSMUST00000023559.6	2981	2782	579	7.96413
ENSMUST00000026292.14	14579	14380	10505	27.9546
ENSMUST00000023572.14	5742	5543	898.803	6.20492
ENSMUST00000027768.13	8506	8307	12824.5	59.0764
ENSMUST00000027202.8	4939	4740	2048.39	16.5368
ENSMUST00000021282.11	6373	6174	3959.69	24.5421
ENSMUST00000026989.14	2727	2528	1268.33	19.1987
ENSMUST00000026886.7	7900	7701	1541.92	7.66181
ENSMUST00000027777.11	3873	3674	6375.35	66.402
ENSMUST00000027752.14	7622	7423	16684.4	86.0096
ENSMUST00000021922.9	2453	2254	318.685	5.41034
ENSMUST00000023015.14	3365	3166	526.363	6.36197
ENSMUST00000027980.7	3494	3295	2244.91	26.0712
ENSMUST00000025236.8	5097	4898	1518.26	11.8616
ENSMUST00000025778.8	3767	3568	2458.33	26.3653
ENSMUST00000025163.13	807	608	1682.88	105.917
ENSMUST00000025965.11	5868	5669	5070.83	34.2286
