target_id	length	eff_length	est_counts	tpm
ENSMUST00000000033.11	3708	3509	39582.5	486.025
ENSMUST00000000153.8	3416	3217	2198.85	29.4498
ENSMUST00000000253.5	2840	2641	373.198	6.08849
ENSMUST00000000260.12	1580	1381	652.306	20.3515
ENSMUST00000000348.14	1594	1395	1133.75	35.0172
ENSMUST00000000312.11	4430	4231	6016.57	61.2696
ENSMUST00000000395.7	3161	2962	2418.31	35.1775
ENSMUST00000000500.7	2944	2745	372.76	5.85095
ENSMUST00000000896.10	2789	2590	486.756	8.09748
ENSMUST00000000608.7	4127	3928	10314	113.134
ENSMUST00000000924.12	2288	2089	1049	21.636
ENSMUST00000000543.5	2033	1834	274.162	6.44089
ENSMUST00000001055.14	1282	1083	126.962	5.05107
ENSMUST00000000809.2	2928	2729	231	3.6471
ENSMUST00000001547.7	5930	5731	18032.7	135.572
ENSMUST00000001507.4	3931	3732	1564.14	18.0582
ENSMUST00000001126.3	1978	1779	1686	40.834
ENSMUST00000001595.9	2584	2385	707.328	12.7782
ENSMUST00000001347.6	1394	1195	3885.27	140.085
ENSMUST00000001226.10	2375	2176	288.301	5.70855
ENSMUST00000001812.4	3779	3580	621.101	7.47512
ENSMUST00000001242.8	1378	1179	1133.71	41.431
ENSMUST00000001583.7	4382	4183	1816.99	18.7156
ENSMUST00000002457.1	2940	2741	864.354	13.5869
ENSMUST00000002127.13	1329	1130	2065.25	78.7469
ENSMUST00000002084.13	3648	3449	1050.94	13.1287
ENSMUST00000003622.15	1666	1467	544.111	15.9807
ENSMUST00000002678.9	2175	1976	512.683	11.1789
ENSMUST00000003038.11	4646	4447	6597.74	63.9244
ENSMUST00000003433.10	3065	2866	2729.35	41.0319
ENSMUST00000003828.10	2195	1996	1378.1	29.7482
ENSMUST00000003061.13	2429	2230	761.573	14.7145
ENSMUST00000002303.11	1202	1003	1362.11	58.5128
ENSMUST00000002518.8	1411	1212	772.509	27.4625
ENSMUST00000003687.7	3383	3184	600	8.11927
ENSMUST00000003436.11	1468	1269	1393.36	47.3085
ENSMUST00000007444.13	2099	1900	490.931	11.1328
ENSMUST00000006392.2	3253	3054	8412.42	118.684
ENSMUST00000006397.6	1761	1562	391.947	10.8115
ENSMUST00000006749.9	4545	4346	5121	50.7696
ENSMUST00000009707.13	1536	1337	1934.29	62.3347
ENSMUST00000005019.5	931	732	90	5.29749
ENSMUST00000009530.4	833	634	303	20.5917
ENSMUST00000004622.6	6168	5969	1494.87	10.7905
ENSMUST00000006362.3	1010	811	24709.6	1312.76
ENSMUST00000004968.10	3280	3081	2825.81	39.5175
ENSMUST00000006523.11	445	246	372.987	65.3277
ENSMUST00000004990.13	3562	3363	817.278	10.4708
ENSMUST00000004684.12	5271	5072	1338.56	11.371
ENSMUST00000004913.6	1582	1383	736.127	22.9334
ENSMUST00000005406.11	3176	2977	1007.36	14.5796
ENSMUST00000009058.9	4306	4107	743.499	7.8
ENSMUST00000005749.5	4300	4101	3716.24	39.0439
ENSMUST00000009234.15	4085	3886	4004.59	44.4012
ENSMUST00000004745.8	1847	1648	1870.23	48.8962
ENSMUST00000004959.2	1662	1463	152.651	4.49566
ENSMUST00000004892.6	595	396	595.814	64.8268
ENSMUST00000010451.7	1831	1632	168	4.43535
ENSMUST00000020617.2	6255	6056	2263.78	16.1059
ENSMUST00000018755.9	1182	983	249.424	10.9326
ENSMUST00000016664.7	4557	4358	1459	14.4247
ENSMUST00000015585.3	894	695	426.707	26.4535
ENSMUST00000018713.12	1335	1136	1428.25	54.1708
ENSMUST00000019044.7	3062	2863	1558.52	23.4548
ENSMUST00000013304.7	1629	1430	3573.68	107.676
ENSMUST00000020662.14	4856	4657	2421.87	22.407
ENSMUST00000020531.8	801	602	34487.5	2468.34
ENSMUST00000018821.8	1685	1486	1717.59	49.8011
ENSMUST00000020647.9	1142	943	112.222	5.12749
ENSMUST00000018002.12	2248	2049	405.624	8.52945
ENSMUST00000017841.3	1688	1489	2873.31	83.1431
ENSMUST00000020643.3	2688	2489	404	6.99351
ENSMUST00000018743.4	2522	2323	371.905	6.89797
ENSMUST00000020478.13	3422	3223	413.685	5.53029
ENSMUST00000010941.5	2255	2056	238	4.98761
ENSMUST00000020721.14	3335	3136	3357.42	46.1284
ENSMUST00000018186.15	2422	2223	2876.73	55.7569
ENSMUST00000020524.14	2946	2747	781.121	12.2518
ENSMUST00000020081.10	1834	1635	7351.72	193.736
ENSMUST00000017783.12	7156	6957	1959.33	12.1346
ENSMUST00000020904.7	7644	7445	3069.05	17.7614
ENSMUST00000018361.9	1800	1601	676.862	18.2158
ENSMUST00000018012.13	2693	2494	340.229	5.87779
ENSMUST00000017867.9	849	650	616.33	40.8544
ENSMUST00000013633.11	2329	2130	135.839	2.74779
ENSMUST00000016781.7	1013	814	181.667	9.6159
ENSMUST00000020217.6	3210	3011	4629	66.2392
ENSMUST00000015578.4	909	710	1358.84	82.461
ENSMUST00000010807.5	3460	3261	1503.45	19.8644
ENSMUST00000018610.6	4192	3993	1334.62	14.4011
ENSMUST00000020982.6	4086	3887	1083.71	12.0126
ENSMUST00000019386.9	3591	3392	669	8.49785
ENSMUST00000019050.11	2230	2031	700.574	14.8622
ENSMUST00000014743.9	4176	3977	836.552	9.06309
ENSMUST00000015791.5	11388	11189	10076.3	38.8016
ENSMUST00000016383.9	2911	2712	962.365	15.2894
ENSMUST00000016498.4	2562	2363	330	6.01712
ENSMUST00000019199.13	3243	3044	1346.76	19.0627
ENSMUST00000019992.5	6046	5847	1178.6	8.68501
ENSMUST00000017851.3	3683	3484	3419.12	42.2839
ENSMUST00000020692.6	2743	2544	1204	20.3915
ENSMUST00000014505.4	4302	4103	971.763	10.2046
ENSMUST00000014447.12	3619	3420	711.849	8.9681
ENSMUST00000016678.13	1769	1570	1313.9	36.0579
ENSMUST00000017610.9	3709	3510	695.898	8.54234
ENSMUST00000020085.6	1431	1232	241.764	8.45513
ENSMUST00000019945.14	2129	1930	399.216	8.9123
ENSMUST00000017637.12	3831	3632	2634.81	31.2566
ENSMUST00000016638.7	2454	2255	407.107	7.7786
ENSMUST00000020523.3	4146	3947	1049.74	11.4592
ENSMUST00000019726.7	3645	3446	2965.97	37.0843
ENSMUST00000020586.6	2263	2064	549.462	11.4701
ENSMUST00000027554.7	6857	6658	1535.09	9.93412
ENSMUST00000023159.9	3095	2896	1281.43	19.065
ENSMUST00000025385.6	2684	2485	3460.65	60.0026
ENSMUST00000021889.5	1414	1215	1246	44.1856
ENSMUST00000021885.7	1621	1422	1372.22	41.578
ENSMUST00000026269.3	4848	4649	5117.03	47.4239
ENSMUST00000024786.13	2296	2097	1341.31	27.5593
ENSMUST00000022469.12	5559	5360	3583.73	28.8078
ENSMUST00000026142.7	2821	2622	8627.87	141.778
ENSMUST00000027632.13	2523	2324	382.212	7.08609
ENSMUST00000025567.8	3150	2951	1748.94	25.5355
ENSMUST00000022148.6	2123	1924	479.532	10.7387
ENSMUST00000026899.3	2023	1824	4211.39	99.4808
ENSMUST00000025595.4	3267	3068	555.41	7.80005
ENSMUST00000026577.12	3191	2992	7649.93	110.163
ENSMUST00000022660.13	5316	5117	2290.41	19.2858
ENSMUST00000027153.5	1916	1717	876.795	22.0022
ENSMUST00000027279.11	2838	2639	2733.79	44.6339
ENSMUST00000022108.8	5715	5516	701.703	5.4811
ENSMUST00000028286.11	1489	1290	773.875	25.8476
ENSMUST00000023803.7	1437	1238	32670.9	1137.05
ENSMUST00000022517.8	1497	1298	239.841	7.96135
ENSMUST00000021714.8	1308	1109	880.907	34.2245
ENSMUST00000022345.6	1631	1432	1009.66	30.3788
ENSMUST00000025522.10	5407	5208	1763.48	14.5895
ENSMUST00000027760.13	4572	4373	725.368	7.1469
ENSMUST00000025645.13	3657	3458	589.112	7.34026
ENSMUST00000027263.13	3293	3094	914.059	12.729
ENSMUST00000024011.9	3392	3193	1028.57	13.8795
ENSMUST00000025856.16	5161	4962	2860.1	24.835
ENSMUST00000022340.4	4876	4677	5063.35	46.6454
ENSMUST00000023487.4	7964	7765	2221.82	12.3284
ENSMUST00000022418.14	1447	1248	609.737	21.0507
ENSMUST00000022169.9	1905	1706	1525.9	38.5376
ENSMUST00000022828.8	855	656	153.763	10.0992
ENSMUST00000025419.8	1403	1204	1506	53.8936
ENSMUST00000023774.11	3025	2826	468.385	7.14117
ENSMUST00000028207.12	3833	3634	625.206	7.41271
ENSMUST00000027943.5	801	602	484.587	34.6828
ENSMUST00000024721.7	2339	2140	298.46	6.00912
ENSMUST00000026568.9	3624	3425	1529.17	19.2368
ENSMUST00000024839.5	4521	4322	1931.93	19.2595
ENSMUST00000022185.9	2741	2542	595.758	10.098
ENSMUST00000022875.6	3498	3299	954.153	12.4616
ENSMUST00000025490.9	5030	4831	1000.08	8.91938
ENSMUST00000026415.8	2240	2041	1361.22	28.7358
ENSMUST00000023171.7	1468	1269	217.265	7.37677
ENSMUST00000024840.11	5322	5123	1480.24	12.4494
ENSMUST00000028062.7	2193	1994	1272.82	27.503
ENSMUST00000023105.4	2408	2209	1610.74	31.4172
ENSMUST00000024119.10	2168	1969	655.114	14.3354
ENSMUST00000027532.12	2202	2003	818.615	17.6091
ENSMUST00000021564.10	3439	3240	1814.65	24.1317
ENSMUST00000023100.7	5077	4878	2761.53	24.3919
ENSMUST00000025667.13	2898	2699	1667.51	26.6198
ENSMUST00000023693.13	3047	2848	358.381	5.4218
ENSMUST00000024595.3	3504	3305	867.608	11.3107
ENSMUST00000024104.8	2068	1869	355.603	8.19776
ENSMUST00000027634.12	569	370	1784.55	207.81
ENSMUST00000026902.8	3522	3323	1475	19.125
ENSMUST00000024906.5	4086	3887	1422.58	15.7689
ENSMUST00000025161.9	2898	2699	642.582	10.258
ENSMUST00000023072.6	3784	3585	2832.38	34.0409
ENSMUST00000025914.6	1281	1082	292.418	11.6443
ENSMUST00000021778.13	844	645	5675.45	379.123
ENSMUST00000022682.5	2914	2715	1807.4	28.6829
ENSMUST00000025363.6	2375	2176	1110.3	21.9847
ENSMUST00000022531.13	5191	4992	787.419	6.79626
ENSMUST00000025867.5	2716	2517	693.869	11.8777
ENSMUST00000024978.6	715	516	250.774	20.9398
ENSMUST00000027178.12	6342	6143	1615.37	11.33
ENSMUST00000023550.8	1809	1610	2338.41	62.5797
ENSMUST00000025681.7	5995	5796	1155	8.58603
ENSMUST00000028280.13	8406	8207	3819.6	20.0526
ENSMUST00000021790.6	914	715	3796	228.749
ENSMUST00000028257.2	3330	3131	430.923	5.93
ENSMUST00000022296.6	1408	1209	1943.45	69.2606
ENSMUST00000028135.14	3714	3515	3461.74	42.4334
ENSMUST00000026119.7	1957	1758	138.165	3.38623
ENSMUST00000024954.10	5516	5317	6347.07	51.4334
ENSMUST00000025904.11	1262	1063	913.933	37.0442
ENSMUST00000022099.14	3675	3476	2447.29	30.3351
ENSMUST00000025484.8	2059	1860	1226.44	28.4101
ENSMUST00000023486.14	4890	4691	18723.9	171.977
ENSMUST00000021959.10	1527	1328	604.365	19.6083
ENSMUST00000025393.13	3384	3185	1876.45	25.3844
ENSMUST00000025684.3	3353	3154	6854.57	93.6391
ENSMUST00000028005.2	1097	898	1487	71.3466
ENSMUST00000026170.2	1529	1330	255	8.2609
ENSMUST00000024734.7	645	446	624.4	60.3208
ENSMUST00000026666.12	3363	3164	3267.55	44.4963
ENSMUST00000021832.6	2633	2434	575.09	10.1802
ENSMUST00000026735.8	1526	1327	359	11.6563
ENSMUST00000022757.4	919	720	1183.84	70.8433
ENSMUST00000026991.15	1748	1549	1001.63	27.8608
ENSMUST00000025254.8	1870	1671	323.63	8.34471
ENSMUST00000021844.14	3266	3067	488.009	6.85571
ENSMUST00000022587.9	1762	1563	3460.58	95.3957
ENSMUST00000024698.9	984	785	1033.98	56.752
ENSMUST00000021903.2	1071	872	520.657	25.7261
ENSMUST00000022629.8	4520	4321	583.27	5.816
ENSMUST00000021776.3	993	794	9209.44	499.748
ENSMUST00000026296.7	4001	3802	979.227	11.0971
ENSMUST00000021888.8	1378	1179	136.044	4.9717
ENSMUST00000021207.6	3512	3313	2332.42	30.3336
ENSMUST00000026012.7	1815	1616	7173.85	191.271
ENSMUST00000026013.5	4167	3968	2160.69	23.4617
ENSMUST00000027137.10	3370	3171	2651.62	36.0291
ENSMUST00000022977.13	2758	2559	2809.26	47.2999
ENSMUST00000027997.8	4096	3897	1034.5	11.4377
ENSMUST00000021971.5	3374	3175	1152.69	15.6426
ENSMUST00000027367.13	2876	2677	1795.91	28.9052
ENSMUST00000027743.12	4589	4390	508.349	4.98926
ENSMUST00000026665.7	5179	4980	1022.11	8.84312
ENSMUST00000027989.12	4612	4413	1888.84	18.4416
ENSMUST00000021738.9	2971	2772	605.828	9.41662
ENSMUST00000021968.6	2451	2252	737.793	14.1158
ENSMUST00000023689.10	3909	3710	2609.67	30.3075
ENSMUST00000025827.9	2613	2414	2097.45	37.4364
ENSMUST00000026672.7	3802	3603	358	4.28112
ENSMUST00000021459.13	3158	2959	3649.28	53.1374
ENSMUST00000025866.13	3253	3054	292.968	4.13323
ENSMUST00000022701.6	4656	4457	447.933	4.33021
ENSMUST00000023818.10	2824	2625	466.99	7.66508
ENSMUST00000026172.2	1100	901	102.447	4.89908
ENSMUST00000021362.4	1905	1706	1302.08	32.885
ENSMUST00000023691.11	1850	1651	545.796	14.2437
ENSMUST00000026865.14	5481	5282	4160.78	33.9403
ENSMUST00000026917.9	3597	3398	816.668	10.3553
ENSMUST00000022786.5	2670	2471	591.651	10.3165
ENSMUST00000024958.8	5938	5739	2150.65	16.1463
ENSMUST00000021142.7	4593	4394	771.902	7.56904
ENSMUST00000021375.11	4109	3910	2581.09	28.4424
ENSMUST00000029541.11	2259	2060	825.02	17.2558
ENSMUST00000032336.6	2010	1811	2994.38	71.2406
ENSMUST00000028378.3	3885	3686	425.125	4.96936
ENSMUST00000040110.7	5527	5328	1023	8.27275
ENSMUST00000033289.5	4085	3886	1310.57	14.531
ENSMUST00000032151.2	2515	2316	755.748	14.0597
ENSMUST00000032736.10	5205	5006	870.759	7.49455
ENSMUST00000041438.6	2600	2401	179.758	3.22577
ENSMUST00000034650.14	2989	2790	457.085	7.05881
ENSMUST00000037286.9	2000	1801	297	7.10528
ENSMUST00000033775.8	2525	2326	1040.56	19.2752
ENSMUST00000033741.14	2419	2220	425.715	8.26237
ENSMUST00000034717.6	5040	4841	816.12	7.26369
ENSMUST00000034285.13	1596	1397	7513.92	231.744
ENSMUST00000036606.13	4963	4764	1595.82	14.4328
