target_id	length	eff_length	est_counts	tpm
ENSMUST00000000804.6	4692	4493	25352.4	246.176
ENSMUST00000001279.14	2167	1968	488.763	10.8352
ENSMUST00000001258.14	3586	3387	3592.8	46.2788
ENSMUST00000003397.8	1706	1507	1011.65	29.2874
ENSMUST00000003404.8	3511	3312	380.02	5.00587
ENSMUST00000003318.12	2519	2320	545.676	10.2615
ENSMUST00000001975.5	4344	4145	965.03	10.1573
ENSMUST00000005503.4	4251	4052	2404.6	25.8903
ENSMUST00000008016.2	1278	1079	432.886	17.5032
ENSMUST00000008748.7	3330	3131	2030.1	28.2877
ENSMUST00000004428.13	8390	8191	2180.67	11.615
ENSMUST00000004202.16	5367	5168	2885.23	24.3569
ENSMUST00000006716.7	2071	1872	226.071	5.2687
ENSMUST00000005003.11	3510	3311	2349.25	30.9552
ENSMUST00000009321.10	4320	4121	6497.39	68.786
ENSMUST00000008991.7	8299	8100	2176.16	11.7211
ENSMUST00000004987.16	2007	1808	1849.15	44.6208
ENSMUST00000006692.5	1756	1557	643.119	18.0205
ENSMUST00000020358.11	2827	2628	2323.52	38.5731
ENSMUST00000020381.4	6420	6221	1488.98	10.4422
ENSMUST00000020695.12	7483	7284	1789.52	10.7184
ENSMUST00000021077.3	1925	1726	3984	100.703
ENSMUST00000020931.5	5603	5404	2132.62	17.2172
ENSMUST00000019405.3	3314	3115	1739.56	24.3638
ENSMUST00000020174.6	2502	2303	1059.9	20.0786
ENSMUST00000016901.4	3774	3575	9520	116.178
ENSMUST00000017622.11	3810	3611	2150.01	25.9763
ENSMUST00000018716.9	2006	1807	1169.54	28.2372
ENSMUST00000020769.13	1638	1439	319.222	9.67824
ENSMUST00000016670.8	3164	2965	284.526	4.1866
ENSMUST00000019482.7	4632	4433	2738.91	26.9553
ENSMUST00000018449.10	7442	7243	4638.24	27.9382
ENSMUST00000020298.7	789	590	234.346	17.3288
ENSMUST00000013130.14	3046	2847	958.158	14.683
ENSMUST00000015893.12	1381	1182	523.484	19.3219
ENSMUST00000017751.2	4755	4556	1640.45	15.7088
ENSMUST00000026446.3	763	564	569.155	44.0266
ENSMUST00000024699.3	1622	1423	1341.05	41.1153
ENSMUST00000026264.11	2005	1806	1186.83	28.6704
ENSMUST00000023069.8	2518	2319	503.83	9.47867
ENSMUST00000024599.13	8887	8688	10949.5	54.9841
ENSMUST00000021670.14	7003	6804	1231.61	7.89719
ENSMUST00000022964.8	1613	1414	268.935	8.29778
ENSMUST00000026221.6	5455	5256	7810.38	64.8307
ENSMUST00000025228.11	2084	1885	460.39	10.6556
ENSMUST00000023559.6	2981	2782	507	7.95087
ENSMUST00000026292.14	14579	14380	7183.57	21.7944
ENSMUST00000023572.14	5742	5543	580.696	4.57054
ENSMUST00000027768.13	8506	8307	8640.64	45.3801
ENSMUST00000027202.8	4939	4740	1170.36	10.7722
ENSMUST00000021282.11	6373	6174	2764.89	19.5378
ENSMUST00000026989.14	2727	2528	1073.84	18.5322
ENSMUST00000026886.7	7900	7701	879.546	4.98282
ENSMUST00000027777.11	3873	3674	5220.94	61.9974
ENSMUST00000027752.14	7622	7423	16096.7	94.6064
ENSMUST00000021922.9	2453	2254	209.04	4.04613
ENSMUST00000023015.14	3365	3166	302.694	4.17116
ENSMUST00000027980.7	3494	3295	1572.26	20.8178
ENSMUST00000025236.8	5097	4898	985.925	8.78191
ENSMUST00000025778.8	3767	3568	1923.11	23.515
ENSMUST00000025163.13	807	608	1170.16	83.9661
ENSMUST00000025965.11	5868	5669	3542.97	27.2662
ENSMUST00000028232.6	3741	3542	1279.99	15.766
ENSMUST00000021592.15	2957	2758	533.142	8.43358
ENSMUST00000025101.9	1354	1155	112	4.23058
ENSMUST00000036113.3	6986	6787	2645.62	17.0064
ENSMUST00000038769.2	480	281	590	91.603
ENSMUST00000028663.4	2603	2404	351	6.36996
ENSMUST00000043493.6	7667	7468	2162.36	12.6325
ENSMUST00000034775.9	6785	6586	7420	49.1526
ENSMUST00000034815.8	3398	3199	1365.03	18.6162
ENSMUST00000034903.6	977	778	148.126	8.30645
ENSMUST00000030360.10	1755	1556	545.494	15.2948
